,xkm,ykm,xm,ym,Longitude,Latitude,mean_pred,var_pred,sigma_pred
4641,-77.5723621385,-230.7449161684,-77572.3621385251,-230744.9161683508,-120.8608144186,35.9371686769,-615.9,1354.2,36.8
5085,-74.4182360066,-230.5083386044,-74418.2360065854,-230508.3386044151,-120.8258380034,35.9395504399,-504.5,1962.4,44.3
18528,-75.1279143863,-223.4110116863,-75127.9143862719,-223411.0116863418,-120.8344062328,36.0033707613,-347.8,733.0,27.1
16887,-80.7264882705,-224.2784627541,-80726.4882704648,-224278.4627541063,-120.8964919725,35.9951038523,-695.3,925.8,30.4
6500,-76.0741522259,-229.7197467246,-76074.1522258538,-229719.7467246292,-120.8442910934,35.9465166396,-495.2,1015.8,31.9
15134,-75.4433269995,-225.2247730098,-75443.3269994658,-225224.7730098494,-120.8377311801,35.9870220254,-530.8,2043.3,45.2
11284,-75.5221801528,-227.1962527093,-75522.1801527643,-227196.2527093142,-120.838413142,35.9692724308,-703.7,1629.0,40.4
12746,-80.6476351172,-226.4076608295,-80647.6351171663,-226407.6608295283,-120.8953930309,35.9759479586,-752.9,1848.2,43.0
17075,-77.5723621385,-224.1996035661,-77572.3621385251,-224199.6035661278,-120.861474376,35.9960767605,-419.7,749.7,27.4
16682,-73.5508513203,-224.4361811301,-73550.851320302,-224436.1811300635,-120.8167934086,35.9942679311,-401.6,1443.9,38.0
4871,-70.0024594219,-230.6660569804,-70002.4594218699,-230666.0569803722,-120.7768229347,35.9384668574,-573.3,1215.5,34.9
2097,-70.7121378016,-232.5586774919,-70712.1378015563,-232558.6774918585,-120.7845241466,35.9213801168,-728.7,7105.2,84.3
12141,-80.0168098908,-226.7230975814,-80016.8098907784,-226723.0975814426,-120.8883568704,35.9731624458,-705.3,2048.1,45.3
3439,-74.0239702401,-231.5335080481,-74023.970240093,-231533.5080481368,-120.8213643986,35.9303544999,-554.5,2441.1,49.4
11760,-73.9451170868,-226.9596751454,-73945.1170867945,-226959.6751453784,-120.8209289251,35.9715258523,-603.1,1568.7,39.6
21786,-81.9881387232,-221.045236047,-81988.1387232407,-221045.2360469841,-120.9108470718,36.0240939728,-572.3,1836.0,42.8
21389,-76.9415369121,-221.4395319869,-76941.5369121372,-221439.531986877,-120.8547455056,36.0209683279,-354.1,943.1,30.7
8703,-77.3358026786,-228.536858905,-77335.8026786296,-228536.8589049502,-120.8584113252,35.9570608109,-535.3,664.5,25.8
2904,-71.8160819477,-231.927803988,-71816.0819477352,-231927.8039880297,-120.7968302378,35.9269753148,-674.7,2005.7,44.8
8535,-78.8340125913,-228.6157180929,-78834.012591301,-228615.7180929288,-120.8750321297,35.9562277996,-610.9,1463.5,38.3
7280,-72.6046134807,-229.3254507847,-72604.6134807201,-229325.4507847362,-120.8058243248,35.9503371183,-555.2,1185.8,34.4
7322,-69.2927810422,-229.3254507847,-69292.7810421834,-229325.4507847362,-120.769068599,35.9505846914,-486.0,1693.5,41.2
2073,-72.6046134807,-232.5586774919,-72604.6134807201,-232558.6774918585,-120.8055194438,35.9212372831,-676.9,911.1,30.2
397,-73.0777324005,-234.2147204394,-73077.7324005111,-234214.7204394089,-120.8106111697,35.9062960084,-813.5,1213.7,34.8
19115,-80.4899288106,-223.0167157464,-80489.9288105694,-223016.7157464488,-120.8939971874,36.0064794751,-657.5,1109.3,33.3
11411,-77.4935089852,-227.1173935213,-77493.5089852266,-227117.3935213356,-120.8603047023,35.969823217,-614.9,723.4,26.9
11332,-71.7372287944,-227.1962527093,-71737.2287944367,-227196.2527093142,-120.7963963498,35.9695661325,-560.1,2521.0,50.2
2364,-72.9200260939,-232.3220999279,-72920.0260939141,-232322.0999279227,-120.8090410498,35.923342383,-649.8,847.8,29.1
9779,-75.1279143863,-227.9848445891,-75127.9143862719,-227984.8445891002,-120.8339594023,35.9622063483,-679.0,772.3,27.8
4035,-74.6547954665,-231.1392121082,-74654.7954664809,-231139.2121082438,-120.8284018599,35.9338538625,-522.4,2168.3,46.6
8016,-72.8411729406,-228.9311548448,-72841.1729406156,-228931.1548448432,-120.8084870423,35.9538677187,-563.4,908.1,30.1
1863,-74.3393828533,-232.7163958678,-74339.3828532869,-232716.3958678156,-120.824749842,35.9196835244,-652.5,2217.6,47.1
10057,-76.9415369121,-227.8271262131,-76941.5369121372,-227827.126213143,-120.8541062625,35.9634805085,-609.9,682.3,26.1
12075,-73.1565855538,-226.8019567694,-73156.5855538096,-226801.9567694212,-120.8121901823,35.97300645,-536.6,870.6,29.5
4766,-78.2820405182,-230.6660569804,-78282.0405182116,-230666.0569803722,-120.8686972431,35.9378201643,-673.2,1101.7,33.2
10804,-77.4935089852,-227.4328302732,-77493.5089852266,-227432.83027325,-120.860272928,35.966984276,-610.6,642.3,25.3
17981,-74.6547954665,-223.7264484383,-74654.7954664809,-223726.4484382562,-120.8291211814,36.0005692231,-364.0,917.7,30.3
2999,-72.9200260939,-231.8489448001,-72920.0260939141,-231848.9448000512,-120.8090858483,35.9276009195,-622.4,1143.3,33.8
10914,-80.8053414238,-227.3539710853,-80805.3414237633,-227353.9710852714,-120.8970444608,35.9674177637,-836.4,3994.6,63.2
10033,-78.8340125913,-227.8271262131,-78834.012591301,-227827.126213143,-120.8751129214,35.9633251768,-621.1,1447.0,38.0
19595,-81.7515792633,-222.7012789945,-81751.5792633452,-222701.2789945345,-120.9080429735,36.0092104294,-655.2,2341.1,48.4
520,-73.5508513203,-234.0570020635,-73550.851320302,-234057.0020634517,-120.8158740147,35.9076790082,-796.1,1055.8,32.5
3543,-75.1279143863,-231.4546488602,-75127.9143862719,-231454.6488601582,-120.8336207466,35.9309775306,-550.7,1672.9,40.9
1840,-76.1530053792,-232.7163958678,-76153.0053791523,-232716.3958678156,-120.8448698187,35.9195397917,-829.3,1356.2,36.8
20110,-78.2820405182,-222.3858422426,-78282.0405182116,-222385.8422426201,-120.8695399526,36.0123420268,-431.3,729.3,27.0
1850,-75.3644738462,-232.7163958678,-75364.4738461673,-232716.3958678156,-120.836122012,35.9196027099,-727.9,2025.8,45.0
1548,-77.6512152918,-232.9529734318,-77651.2152918236,-232952.9734317514,-120.8614667635,35.9172891766,-1135.3,1140.3,33.8
20711,-82.9343765628,-221.9126871147,-82934.3765628226,-221912.6871147486,-120.921265001,36.0162048693,-593.8,1707.0,41.3
8301,-73.7874107802,-228.7734364689,-73787.4107801975,-228773.436468886,-120.8190042358,35.9552141092,-575.3,812.2,28.5
15306,-74.1816765467,-225.1459138219,-74181.67654669,-225145.9138218708,-120.8237299905,35.9878312506,-469.6,1130.8,33.6
19373,-79.9379567375,-222.8589973705,-79937.9567374799,-222858.9973704917,-120.8878832287,36.007945594,-609.7,838.9,29.0
5507,-74.1816765467,-230.2717610405,-74181.67654669,-230271.7610404793,-120.8232357711,35.9416982033,-508.6,1813.2,42.6
20304,-80.8841945771,-222.2281238667,-80884.1945770618,-222228.1238666629,-120.8984590152,36.0135430939,-631.8,1566.7,39.6
8683,-78.9128657446,-228.536858905,-78912.8657445995,-228536.8589049502,-120.8759154111,35.956930985,-621.3,1554.9,39.4
14475,-78.3608936715,-225.5402097618,-78360.8936715101,-225540.2097617638,-120.8700942387,35.9839466058,-522.6,994.3,31.5
14108,-82.7766702562,-225.6979281377,-82776.6702562256,-225697.928137721,-120.9191056394,35.9821521438,-841.9,2889.1,53.8
7154,-70.8698441082,-229.4043099727,-70869.8441081533,-229404.3099727148,-120.7865640939,35.9497584932,-556.4,1656.1,40.7
3608,-70.0024594219,-231.4546488602,-70002.4594218699,-231454.6488601582,-120.7767512402,35.9313693151,-629.4,3444.9,58.7
14355,-75.6010333061,-225.6190689497,-75601.0333060628,-225619.0689497424,-120.8394435123,35.983460821,-580.8,2407.1,49.1
12452,-79.6225441243,-226.5653792055,-79622.5441242859,-226565.3792054854,-120.8839962616,35.9746150761,-659.2,1540.0,39.2
4733,-70.3178720351,-230.7449161684,-70317.8720350638,-230744.9161683508,-120.7803157339,35.9377337918,-591.4,970.7,31.2
14787,-78.2820405182,-225.3824913858,-78282.0405182116,-225382.4913858066,-120.8692347833,35.9853725719,-508.7,951.5,30.8
15623,-73.471998167,-224.9881954459,-73471.9981670035,-224988.1954459136,-120.815865024,35.98930594,-435.3,995.3,31.5
3682,-73.6297044736,-231.3757896722,-73629.7044736005,-231375.7896721796,-120.8170049529,35.9318046674,-558.9,2101.4,45.8
2311,-77.0992432187,-232.3220999279,-77099.2432187342,-232322.0999279227,-120.8554066351,35.9230121995,-890.1,834.1,28.9
219,-73.7874107802,-234.4512980033,-73787.4107801975,-234451.2980033447,-120.8184601994,35.9041118383,-872.5,1043.1,32.3
2573,-72.683466634,-232.164381552,-72683.4666340186,-232164.3815519655,-120.8064314547,35.9247800362,-653.8,907.1,30.1
10525,-75.6798864594,-227.5905486492,-75679.8864593613,-227590.5486492072,-120.8401250472,35.9657111808,-694.9,1120.9,33.5
3846,-70.1601657285,-231.2969304842,-70160.1657284668,-231296.930484201,-120.7785154499,35.9327771834,-623.6,2468.7,49.7
12363,-74.5759423132,-226.6442383935,-74575.9423131824,-226644.238393464,-120.8279624905,35.9743154238,-637.1,2264.0,47.6
6540,-72.9200260939,-229.7197467246,-72920.0260939141,-229719.7467246292,-120.8092875032,35.946764204,-542.9,1080.7,32.9
12641,-76.7838306055,-226.4865200175,-76783.8306055402,-226486.5200175068,-120.8524895118,35.9755587833,-630.2,1223.4,35.0
18890,-77.966627905,-223.1744341224,-77966.6279050176,-223174.434122406,-120.865956608,36.005270822,-418.2,847.3,29.1
19518,-78.2031873649,-222.7801381825,-78203.1873649131,-222780.1381825131,-120.8686239922,36.0087999428,-432.5,786.7,28.0
5034,-78.4397468248,-230.5083386044,-78439.7468248086,-230508.3386044151,-120.8704632833,35.9392266389,-666.4,1033.3,32.1
4845,-72.0526414076,-230.6660569804,-72052.6414076306,-230666.0569803722,-120.7995729061,35.9383134506,-589.8,1038.8,32.2
9207,-72.9200260939,-228.300281341,-72920.0260939141,-228300.2813410145,-120.8094219956,35.95953961,-580.2,784.5,28.0
12809,-75.6798864594,-226.4076608295,-75679.8864593613,-226407.6608295283,-120.8402414202,35.9763572141,-664.6,2432.2,49.3
6972,-73.6297044736,-229.4831691607,-73629.7044736005,-229483.1691606934,-120.8171859609,35.9488386552,-535.9,1106.7,33.3
352,-76.6261242989,-234.2147204394,-76626.1242989432,-234214.7204394089,-120.849969473,35.9060163125,-1208.7,1089.4,33.0
17898,-81.1996071903,-223.7264484383,-81199.6071902558,-223726.4484382562,-120.9018040933,36.0000315154,-701.4,1360.0,36.9
1480,-76.0741522259,-233.0318326197,-76074.1522258538,-233031.83261973,-120.8439638871,35.9167070857,-880.5,1467.3,38.3
22265,-81.5938729567,-220.5720809191,-81593.8729567482,-220572.0809191125,-120.9065175036,36.0283862357,-513.0,1178.1,34.3
17438,-83.5652017892,-223.9630260022,-83565.2017892106,-223963.026002192,-120.9280490507,35.9976968977,-602.2,1063.8,32.6
15636,-72.4469071741,-224.9881954459,-72446.9071741231,-224988.1954459136,-120.804482518,35.9893847797,-469.4,2288.2,47.8
0,-72.9200260939,-235.1610306952,-72920.0260939141,-235161.030695152,-120.8087723626,35.8977909423,-968.2,884.2,29.7
837,-76.1530053792,-233.6627061236,-76153.0053791523,-233662.7061235588,-120.844776274,35.9110226964,-1020.7,1389.1,37.3
15077,-79.9379567375,-225.2247730098,-79937.9567374799,-225224.7730098494,-120.8876372192,35.986653939,-641.7,749.7,27.4
2539,-75.3644738462,-232.164381552,-75364.4738461673,-232164.3815519655,-120.8361760242,35.9245709998,-644.7,1751.2,41.8
22457,-81.67272611,-220.3355033552,-81672.7261100468,-220335.5033551767,-120.9074186738,36.0305085702,-495.5,978.3,31.3
15551,-79.1494252045,-224.9881954459,-79149.425204495,-224988.1954459136,-120.8789061608,35.9888492344,-556.4,808.9,28.4
11774,-72.8411729406,-226.9596751454,-72841.1729406156,-226959.6751453784,-120.8086736819,35.9716112424,-536.1,931.3,30.5
9288,-78.3608936715,-228.221422153,-78360.8936715101,-228221.4221530359,-120.8698211093,35.9598156768,-576.7,1130.2,33.6
4516,-77.0203900654,-230.8237753563,-77020.3900654357,-230823.7753563294,-120.8546816722,35.936503875,-583.0,1344.7,36.7
16104,-71.6583756411,-224.751617882,-71658.3756411382,-224751.6178819779,-120.7957487774,35.9915738638,-525.0,2558.9,50.6
15777,-73.471998167,-224.9093362579,-73471.9981670035,-224909.3362579351,-120.8158725595,35.9900156697,-430.3,1016.5,31.9
2123,-76.3107116857,-232.4798183039,-76310.7116857492,-232479.8183038798,-120.8466428161,35.9216563964,-804.5,1176.5,34.3
4805,-75.2067675396,-230.6660569804,-75206.7675395704,-230666.0569803722,-120.8345726813,35.9380687943,-501.2,1517.2,39.0
12846,-72.7623197873,-226.4076608295,-72762.3197873171,-226407.6608295283,-120.8078505243,35.9765854475,-509.6,1135.0,33.7
22746,-78.4397468248,-219.7834890393,-78439.7468248086,-219783.4890393266,-120.871557345,36.0357495068,-277.7,860.1,29.3
20490,-83.4863486359,-222.0704054907,-83486.3486359121,-222070.4054907058,-120.9273789795,36.0147370128,-570.0,1241.1,35.2
12593,-80.5687819639,-226.4865200175,-80568.7819638678,-226486.5200175068,-120.8945093528,35.9752449278,-749.6,1977.9,44.5
7770,-80.5687819639,-229.0100140328,-80568.7819638678,-229010.0140328218,-120.8942451018,35.9525334168,-925.5,2140.7,46.3
7160,-70.3967251884,-229.4043099727,-70396.7251883623,-229404.3099727148,-120.7813133211,35.9497937033,-542.4,1395.6,37.4
12938,-77.5723621385,-226.3288016415,-77572.3621385251,-226328.8016415497,-120.8612595801,35.9769141059,-580.1,785.0,28.0
21340,-80.8053414238,-221.4395319869,-80805.3414237633,-221439.531986877,-120.897666105,36.0206469494,-558.0,1455.4,38.1
1841,-76.0741522259,-232.7163958678,-76074.1522258538,-232716.3958678156,-120.8439950386,35.919546113,-817.8,1424.4,37.7
12819,-74.8913549264,-226.4076608295,-74891.3549263764,-226407.6608295283,-120.8314871431,35.9764197834,-640.1,2559.1,50.6
3475,-71.1852567213,-231.5335080481,-71185.2567213472,-231533.5080481368,-120.7898677337,35.9305716042,-659.4,2093.3,45.8
15532,-80.6476351172,-224.9881954459,-80647.6351171663,-224988.1954459136,-120.895541889,35.9887230489,-700.8,741.2,27.2
7295,-71.4218161812,-229.3254507847,-71421.8161812427,-229325.4507847362,-120.7926973071,35.9504268638,-562.9,1965.9,44.3
3505,-78.1243342116,-231.4546488602,-78124.3342116146,-231454.6488601582,-120.8668672596,35.9307356705,-824.7,948.5,30.8
13619,-72.4469071741,-226.0133648896,-72446.9071741231,-226013.3648896354,-120.8043859354,35.9801582587,-504.0,1632.1,40.4
13518,-80.4110756573,-226.0133648896,-80411.0756572709,-226013.3648896354,-120.8928080004,35.979516683,-709.9,1195.7,34.6
2729,-77.0992432187,-232.006663176,-77099.2432187342,-232006.6631760084,-120.8554382116,35.9258512134,-815.4,795.0,28.2
17680,-75.9164459193,-223.8841668142,-75916.4459192568,-223884.1668142134,-120.8431168471,35.9990496342,-391.0,1083.0,32.9
13868,-77.2569495253,-225.8556465137,-77256.9495253312,-225855.6465136782,-120.8578053816,35.9811982285,-554.0,886.0,29.8
6376,-74.3393828533,-229.7986059126,-74339.3828532869,-229798.6059126078,-120.8250315308,35.9459443505,-517.2,1351.3,36.8
2590,-71.3429630279,-232.164381552,-71342.9630279442,-232164.3815519655,-120.7915591101,35.9248817155,-699.5,3423.4,58.5
8196,-70.3967251884,-228.8522956569,-70396.7251883623,-228852.2956568646,-120.7813638127,35.9547619315,-541.5,1501.8,38.8
19896,-76.8626837588,-222.5435606186,-76862.6837588387,-222543.5606185773,-120.8537591297,36.0110386877,-358.4,921.3,30.4
6790,-76.389564839,-229.5620283487,-76389.5648390477,-229562.028348672,-120.8478070921,35.947910796,-498.4,918.8,30.3
8117,-76.6261242989,-228.8522956569,-76626.1242989432,-228852.2956568646,-120.8505030591,35.9542794135,-532.7,663.0,25.7
12357,-75.049061233,-226.6442383935,-75049.0612329734,-226644.238393464,-120.8332149165,35.9742781191,-668.1,2408.6,49.1
153,-75.3644738462,-234.5301571913,-75364.4738461673,-234530.1571913232,-120.8359445922,35.9032782272,-1049.9,2134.9,46.2
5246,-72.6046134807,-230.4294794164,-72604.6134807201,-230429.4794164365,-120.8057201932,35.9404006441,-559.8,860.8,29.3
14916,-80.332222504,-225.3036321978,-80332.2225039724,-225303.632197828,-120.8920066805,35.9859109089,-680.5,716.9,26.8
20505,-82.3035513364,-222.0704054907,-82303.5513364347,-222070.4054907058,-120.9142411087,36.0148404023,-615.1,2499.7,50.0
18746,-78.9917188979,-223.2532933104,-78991.718897898,-223253.2933103846,-120.8773332968,36.0044762814,-514.7,778.9,27.9
1091,-74.2605297,-233.4261285596,-74260.5296999885,-233426.128559623,-120.8238066416,35.9133018657,-736.5,1473.0,38.4
16773,-78.0454810583,-224.3573219421,-78045.4810583161,-224357.3219420849,-120.8667122613,35.994618503,-443.7,847.3,29.1
5149,-69.3716341955,-230.5083386044,-69371.6341954819,-230508.3386044151,-120.7698371367,35.9399326745,-530.7,1559.2,39.5
5623,-76.3107116857,-230.1929018525,-76310.7116857492,-230192.9018525007,-120.8468694488,35.9422391744,-498.8,1247.4,35.3
10438,-70.6332846483,-227.6694078372,-70633.2846482578,-227669.4078371858,-120.7840979513,35.9653905084,-571.6,1971.0,44.4
22160,-78.4397468248,-220.7297992951,-78439.7468248086,-220729.7992950697,-120.8714606996,36.0272329924,-347.9,793.7,28.2
15735,-76.7838306055,-224.9093362579,-76783.8306055402,-224909.3362579351,-120.8526469869,35.9897533847,-477.4,925.1,30.4
14353,-75.7587396127,-225.6190689497,-75758.7396126598,-225619.0689497424,-120.8411945279,35.9834482404,-581.3,2322.1,48.2
3368,-70.4755783417,-231.6123672361,-70475.5783416608,-231612.3672361154,-120.781986323,35.9299147983,-657.0,3147.5,56.1
22581,-80.6476351172,-220.1777849792,-80647.6351171663,-220177.7849792196,-120.8960467208,36.0320157324,-403.5,1690.5,41.1
14012,-78.1243342116,-225.7767873257,-78124.3342116146,-225776.7873256996,-120.8674436714,35.9818369288,-532.7,970.1,31.1
8640,-70.554431495,-228.6157180929,-70554.4314949593,-228615.7180929288,-120.7831358737,35.9568794563,-549.1,1618.8,40.2
17582,-83.6440549425,-223.8841668142,-83644.0549425091,-223884.1668142134,-120.9289332939,35.9983996661,-589.6,979.9,31.3
22612,-78.2031873649,-220.1777849792,-78203.1873649131,-220177.7849792196,-120.86888889,36.0322205053,-308.4,800.3,28.3
2366,-72.7623197873,-232.3220999279,-72762.3197873171,-232322.0999279227,-120.8072913973,35.9233544826,-658.4,815.8,28.6
9372,-71.7372287944,-228.221422153,-71737.2287944367,-228221.4221530359,-120.7963007626,35.9603395017,-566.3,2362.3,48.6
15233,-79.9379567375,-225.1459138219,-79937.9567374799,-225145.9138218708,-120.8876454173,35.9873636649,-640.1,754.2,27.5
12492,-76.4684179923,-226.5653792055,-76468.4179923462,-226565.3792054854,-120.8489800032,35.9748745231,-652.5,1572.7,39.7
15760,-74.8125017731,-224.9093362579,-74812.5017730779,-224909.3362579351,-120.830757477,35.9899108995,-476.1,1298.6,36.0
6610,-78.9917188979,-229.6408875367,-78991.718897898,-229640.8875366506,-120.8766773021,35.9469880542,-655.6,826.9,28.8
12880,-82.1458450298,-226.3288016415,-82145.8450298377,-226328.8016415497,-120.9120343613,35.9765291562,-877.9,3411.7,58.4
2802,-71.3429630279,-232.006663176,-71342.9630279442,-232006.6631760084,-120.79157372,35.9263012297,-689.6,3022.7,55.0
13808,-81.9881387232,-225.8556465137,-81988.1387232407,-225855.6465136782,-120.9103339546,35.9808011631,-832.3,1606.9,40.1
21385,-77.2569495253,-221.4395319869,-77256.9495253312,-221439.531986877,-120.8582492413,36.020942683,-363.7,830.3,28.8
6353,-76.1530053792,-229.7986059126,-76153.0053791523,-229798.6059126078,-120.8451583786,35.9458005709,-493.6,1064.9,32.6
3291,-76.5472711456,-231.6123672361,-76547.2711456447,-231612.3672361154,-120.8493534433,35.9294446411,-666.3,931.8,30.5
4633,-78.2031873649,-230.7449161684,-78203.1873649131,-230744.9161683508,-120.8678142473,35.9371169166,-678.1,1134.0,33.7
14896,-81.9092855699,-225.3036321978,-81909.2855699422,-225303.632197828,-120.9095172792,35.9857760552,-793.0,809.7,28.5
13283,-74.6547954665,-226.1710832656,-74654.7954664809,-226171.0832655925,-120.8288838204,35.9785676276,-601.9,2478.1,49.8
6378,-74.1816765467,-229.7986059126,-74181.67654669,-229798.6059126078,-120.8232813665,35.9459566893,-518.9,1392.1,37.3
13128,-74.7336486198,-226.2499424536,-74733.6486197794,-226249.9424535712,-120.8297516108,35.9778516862,-615.1,2531.8,50.3
10718,-72.3680540208,-227.5116894612,-72368.0540208246,-227511.6894612286,-120.8033694982,35.9666792741,-556.7,1601.4,40.0
16456,-79.543690971,-224.515040318,-79543.6909709874,-224515.0403180421,-120.8833329404,35.993074605,-588.8,903.5,30.1
5860,-69.0562215823,-230.1140426645,-69056.221582288,-230114.0426645222,-120.7663724333,35.9435044338,-492.2,1206.9,34.7
20275,-83.1709360227,-222.2281238667,-83170.9360227181,-222228.1238666629,-120.9238584794,36.0133453023,-577.7,1358.9,36.9
17300,-82.9343765628,-224.0418851902,-82934.3765628226,-224041.8851901706,-120.9210352374,35.9970425436,-655.7,1292.5,36.0
7725,-72.4469071741,-229.0888732208,-72446.9071741231,-229088.8732208004,-120.8040963266,35.952478407,-561.3,1328.1,36.4
13361,-80.6476351172,-226.0922240776,-80647.6351171663,-226092.224077614,-120.8954261062,35.9787868755,-735.7,1304.8,36.1
5014,-69.2927810422,-230.5871977924,-69292.7810421834,-230587.1977923936,-120.7689550212,35.9392286813,-531.1,1707.8,41.3
9914,-76.3107116857,-227.9059854011,-76310.7116857492,-227905.9854011216,-120.8470962028,35.9628217088,-641.6,858.8,29.3
7476,-80.4110756573,-229.1677324088,-80411.0756572709,-229167.732408779,-120.892478321,35.9511273124,-908.5,1564.6,39.6
9998,-69.6870468087,-227.9059854011,-69687.0468086759,-227905.9854011216,-120.7735728352,35.963331243,-535.6,1302.2,36.1
5729,-79.3859846644,-230.1140426645,-79385.9846643905,-230114.0426645222,-120.8810039526,35.9426966993,-769.7,950.9,30.8
17145,-83.6440549425,-224.1207443781,-83644.0549425091,-224120.7443781491,-120.9289075524,35.9962705095,-613.5,1127.0,33.6
7067,-77.7300684451,-229.4043099727,-77730.0684451221,-229404.3099727148,-120.8626997409,35.9492214463,-519.9,920.4,30.3
19987,-78.9128657446,-222.4647014306,-78912.8657445995,-222464.7014305987,-120.8765385266,36.0115800291,-487.6,714.3,26.7
7775,-80.1745161974,-229.0100140328,-80174.5161973754,-229010.0140328218,-120.889869344,35.9525668051,-853.4,1631.4,40.4
6508,-75.4433269995,-229.7197467246,-75443.3269994658,-229719.7467246292,-120.8372903934,35.9465669909,-504.1,978.1,31.3
7910,-69.5293405021,-229.0100140328,-69529.3405020789,-229010.0140328218,-120.7717225124,35.9534063812,-499.6,1579.5,39.7
5191,-76.9415369121,-230.4294794164,-76941.5369121372,-230429.4794164365,-120.8538461042,35.9400590091,-535.1,1325.5,36.4
3623,-78.2820405182,-231.3757896722,-78282.0405182116,-231375.7896721796,-120.8686250869,35.9314324289,-824.6,923.0,30.4
20761,-78.9917188979,-221.9126871147,-78991.718897898,-221912.6871147486,-120.8774710994,36.0165414762,-464.6,743.2,27.3
506,-74.6547954665,-234.0570020635,-74654.7954664809,-234057.0020634517,-120.8281190649,35.9075928609,-873.1,1068.1,32.7
14660,-75.9952990726,-225.4613505738,-75995.2990725553,-225461.3505737852,-120.8438366368,35.9848487807,-560.2,2029.2,45.0
19038,-76.4684179923,-223.0955749344,-76468.4179923462,-223095.5749344274,-120.8493250955,36.0061025195,-356.0,826.5,28.7
21754,-77.4935089852,-221.124095235,-77493.5089852266,-221124.0952349626,-120.8609088606,36.0237622358,-360.7,774.2,27.8
19320,-74.3393828533,-222.9378565585,-74339.3828532869,-222937.8565584702,-120.8256946387,36.0076912294,-317.5,1885.1,43.4
9578,-79.1494252045,-228.0637037771,-79149.425204495,-228063.7037770788,-120.8785896869,35.9611697118,-651.9,1876.3,43.3
6709,-71.1852567213,-229.6408875367,-71185.2567213472,-229640.8875366506,-120.7900427269,35.9476056454,-565.1,1621.5,40.3
15565,-78.0454810583,-224.9881954459,-78045.4810583161,-224988.1954459136,-120.8666482211,35.9889406991,-473.1,805.4,28.4
13565,-76.7049774522,-226.0133648896,-76704.9774522417,-226013.3648896354,-120.8516612827,35.9798235541,-596.1,1357.3,36.8
17299,-83.0132297161,-224.0418851902,-83013.2297161211,-224041.8851901706,-120.921910893,35.997035646,-649.9,1289.5,35.9
16253,-71.894935101,-224.672758694,-71894.9351010337,-224672.7586939992,-120.7983829627,35.9922656944,-500.6,2999.0,54.8
14526,-74.3393828533,-225.5402097618,-74339.3828532869,-225540.2097617638,-120.8254429896,35.9842702527,-516.1,1727.7,41.6
19642,-78.0454810583,-222.7012789945,-78045.4810583161,-222701.2789945345,-120.8668804119,36.0095226524,-419.8,819.8,28.6
19621,-79.7013972776,-222.7012789945,-79701.3972775844,-222701.2789945345,-120.8852722361,36.0093849382,-579.9,813.8,28.5
11156,-73.6297044736,-227.2751118973,-73629.7044736005,-227275.1118972928,-120.8173972384,35.9687114309,-593.3,1165.0,34.1
820,-71.7372287944,-233.7415653115,-71737.2287944367,-233741.5653115374,-120.7957864563,35.9106568043,-792.2,5027.2,70.9
5794,-74.2605297,-230.1140426645,-74260.5296999885,-230114.0426645222,-120.8241260189,35.9431115339,-508.9,1658.8,40.7
9169,-75.9164459193,-228.300281341,-75916.4459192568,-228300.2813410145,-120.8426809374,35.9593046353,-624.1,663.1,25.8
14596,-81.0419008837,-225.4613505738,-81041.9008836588,-225461.3505737852,-120.8998698357,35.9844310976,-742.2,750.5,27.4
10739,-70.7121378016,-227.5116894612,-70712.1378015563,-227511.6894612286,-120.7849877538,35.9668041178,-576.2,2213.9,47.1
1113,-72.5257603274,-233.4261285596,-72525.7603274216,-233426.128559623,-120.8045629719,35.913435953,-729.9,1559.9,39.5
10761,-80.8841945771,-227.4328302732,-80884.1945770618,-227432.83027325,-120.8979114902,35.9667013123,-852.1,4262.7,65.3
5256,-71.8160819477,-230.4294794164,-71816.0819477352,-230429.4794164365,-120.7969699822,35.9404606308,-585.3,1142.9,33.8
415,-76.7049774522,-234.1358612514,-76704.9774522417,-234135.8612514303,-120.8508519487,35.9067197076,-1209.3,958.4,31.0
15792,-72.2892008675,-224.9093362579,-72289.2008675261,-224909.3362579351,-120.8027387754,35.990106541,-477.9,2495.5,50.0
8145,-74.4182360066,-228.8522956569,-74418.2360065854,-228852.2956568646,-120.8259981094,35.95445511,-584.8,937.1,30.6
6038,-77.966627905,-229.9563242886,-77966.6279050176,-229956.324288565,-120.8652691758,35.9442338373,-556.0,1090.3,33.0
11749,-74.8125017731,-226.9596751454,-74812.5017730779,-226959.6751453784,-120.8305580255,35.9714578592,-674.1,2022.2,45.0
18353,-78.2031873649,-223.4898708743,-78203.1873649131,-223489.8708743204,-120.8685517754,36.0024124639,-438.5,844.4,29.1
22285,-80.0168098908,-220.5720809191,-80016.8098907784,-220572.0809191125,-120.888997185,36.0285206364,-405.9,1110.3,33.3
11579,-76.2318585325,-227.0385343334,-76231.8585324508,-227038.534333357,-120.8463068835,35.9706351523,-681.6,1530.5,39.1
1541,-71.2641098746,-233.0318326197,-71264.1098746457,-233031.83261973,-120.7906040088,35.9170802877,-754.6,6289.9,79.3
12395,-72.0526414076,-226.6442383935,-72052.6414076306,-226644.238393464,-120.7999494672,35.9745103983,-539.0,2002.7,44.8
