,xkm,ykm,xm,ym,Longitude,Latitude,mean_pred,var_pred,sigma_pred
18862,-80.1745161974,-223.1744341224,-80174.5161973754,-223174.434122406,-120.8904776706,36.0050867539,-639.7,989.5,31.5
6636,-76.9415369121,-229.6408875367,-76941.5369121372,-229640.8875366506,-120.8539249233,35.9471564663,-503.6,875.3,29.6
7652,-78.2031873649,-229.0888732208,-78203.1873649131,-229088.8732208004,-120.8679824857,35.9520215486,-543.7,1032.9,32.1
11818,-81.4361666502,-226.8808159574,-81436.1666501513,-226880.8159573998,-120.9040971067,35.9716222253,-866.7,3845.4,62.0
8480,-71.4218161812,-228.6945772809,-71421.8161812427,-228694.5772809074,-120.7927558536,35.9561048301,-563.0,2336.4,48.3
12877,-82.3824044897,-226.3288016415,-82382.4044897332,-226328.8016415497,-120.9146606291,35.9765086454,-890.4,4155.9,64.5
5837,-70.8698441082,-230.1140426645,-70869.8441081533,-230114.0426645222,-120.7864987496,35.9433707533,-574.4,995.0,31.5
22721,-78.0454810583,-219.9412074153,-78045.4810583161,-219941.2074152838,-120.867160808,36.0343626275,-293.0,858.3,29.3
17469,-81.120754037,-223.9630260022,-81120.7540369573,-223963.026002192,-120.9009034356,35.9979091018,-706.5,1162.1,34.1
21916,-78.5974531314,-220.966376859,-78597.4531314055,-220966.3768590054,-120.8731885012,36.0250907984,-369.2,798.6,28.3
14047,-75.3644738462,-225.7767873257,-75364.4738461673,-225776.7873256996,-120.8368015312,35.9820601804,-595.4,2576.6,50.8
1301,-76.7838306055,-233.1895509957,-76783.8306055402,-233189.5509956872,-120.8518208913,35.9152304461,-1034.4,826.4,28.7
4170,-73.8662639335,-231.0603529203,-73866.263933496,-231060.3529202652,-120.8196599767,35.9346252991,-534.3,2250.4,47.4
11625,-72.6046134807,-227.0385343334,-72604.6134807201,-227038.534333357,-120.8060401118,35.9709196355,-538.3,1191.5,34.5
6934,-76.6261242989,-229.4831691607,-76626.1242989432,-229483.1691606934,-120.8504402495,35.9486014713,-501.1,857.5,29.3
9429,-79.0705720512,-228.1425629651,-79070.5720511965,-228142.5629650573,-120.8777063323,35.9604665482,-642.6,1791.1,42.3
11249,-78.2820405182,-227.1962527093,-78282.0405182116,-227196.2527093142,-120.8690501796,35.9690487561,-601.6,795.7,28.2
18704,-82.3035513364,-223.2532933104,-82303.5513364347,-223253.2933103846,-120.9141144236,36.0041946754,-647.8,1853.3,43.0
14934,-78.9128657446,-225.3036321978,-78912.8657445995,-225303.632197828,-120.8762470896,35.9860300359,-545.5,910.4,30.2
22105,-82.7766702562,-220.7297992951,-82776.6702562256,-220729.7992950697,-120.9196407055,36.0268642986,-587.3,1132.2,33.6
6921,-77.6512152918,-229.4831691607,-77651.2152918236,-229483.1691606934,-120.861816669,35.9485181579,-518.3,910.3,30.2
2232,-75.4433269995,-232.4009591159,-75443.3269994658,-232400.9591159013,-120.8370276889,35.9224354719,-686.2,1830.3,42.8
11165,-72.9200260939,-227.2751118973,-72920.0260939141,-227275.1118972928,-120.8095191569,35.9687662341,-554.5,952.5,30.9
4744,-69.4504873488,-230.7449161684,-69450.4873487804,-230744.9161683508,-120.7706908135,35.9377976495,-550.0,1944.3,44.1
18456,-80.8053414238,-223.4110116863,-80805.3414237633,-223411.0116863418,-120.8974587945,36.0029040636,-683.4,1345.0,36.7
9612,-76.4684179923,-228.0637037771,-76468.4179923462,-228063.7037770788,-120.8488310727,35.9613895365,-616.8,752.9,27.4
7700,-74.4182360066,-229.0888732208,-74418.2360065854,-229088.8732208004,-120.8259752333,35.9523258792,-563.8,955.0,30.9
13585,-75.1279143863,-226.0133648896,-75127.9143862719,-226013.3648896354,-120.834151943,35.9799497469,-613.7,2673.5,51.7
15211,-81.67272611,-225.1459138219,-81672.7261100468,-225145.9138218708,-120.9069074452,35.9872158999,-772.1,725.2,26.9
17385,-76.2318585325,-224.0418851902,-76231.8585324508,-224041.8851901706,-120.8466039465,35.9976048887,-404.6,1132.9,33.7
19114,-80.5687819639,-223.0167157464,-80568.7819638678,-223016.7157464488,-120.894872953,36.0064727798,-661.8,1168.9,34.2
19219,-82.3035513364,-222.9378565585,-82303.5513364347,-222937.8565584702,-120.9141482028,36.0070335421,-635.7,2068.5,45.5
21948,-82.6189639496,-220.887517671,-82618.9639496286,-220887.5176710269,-120.9178717501,36.0254586365,-587.0,1332.9,36.5
6729,-69.6081936554,-229.6408875367,-69608.1936553774,-229640.8875366506,-120.7725406276,35.9477226161,-508.6,1424.8,37.7
13069,-79.3859846644,-226.2499424536,-79385.9846643905,-226249.9424535712,-120.8814026073,35.9774738213,-625.1,1209.0,34.8
11481,-71.9737882543,-227.1173935213,-71973.7882543322,-227117.3935213356,-120.7990297867,35.9702579571,-551.8,2197.6,46.9
11929,-72.683466634,-226.8808159574,-72683.4666340186,-226880.8159573998,-120.8069303819,35.9723330735,-530.9,1075.1,32.8
13384,-78.8340125913,-226.0922240776,-78834.012591301,-226092.224077614,-120.8752907158,35.9789393059,-579.0,1044.3,32.3
1027,-73.1565855538,-233.5049877476,-73156.5855538096,-233504.9877476016,-120.8115531895,35.9126777996,-716.0,909.1,30.2
4370,-78.2820405182,-230.9026345443,-78282.0405182116,-230902.634544308,-120.8686731897,35.9356909218,-717.1,1058.6,32.5
14954,-77.3358026786,-225.3036321978,-77335.8026786296,-225303.632197828,-120.8587363762,35.9861599088,-498.3,710.0,26.6
2478,-71.9737882543,-232.2432407399,-71973.7882543322,-232243.2407399441,-120.7985504961,35.924124345,-688.0,1976.9,44.5
10650,-77.7300684451,-227.5116894612,-77730.0684451221,-227511.6894612286,-120.8628909157,35.9662551917,-601.4,642.8,25.4
1405,-75.2067675396,-233.1106918077,-75206.7675395704,-233110.6918077086,-120.8343339537,35.916066427,-774.9,2042.8,45.2
21697,-81.9881387232,-221.124095235,-81988.1387232407,-221124.0952349626,-120.9108386554,36.023384263,-577.4,1958.2,44.3
5973,-71.5795224878,-230.0351834765,-71579.5224878397,-230035.1834765435,-120.7943815781,35.9440272498,-574.8,1378.3,37.1
21054,-80.1745161974,-221.6761095508,-80174.5161973754,-221676.1095508128,-120.8906339968,36.0185713561,-543.6,976.4,31.2
7040,-79.8591035842,-229.4043099727,-79859.1035841814,-229404.3099727148,-120.8863278235,35.949044695,-814.2,990.8,31.5
19372,-80.0168098908,-222.8589973705,-80016.8098907784,-222858.9973704917,-120.8887590115,36.0079389446,-617.0,847.9,29.1
6327,-78.2031873649,-229.7986059126,-78203.1873649131,-229798.6059126078,-120.8679103755,35.9456338648,-564.2,1003.2,31.7
15677,-81.3573134969,-224.9093362579,-81357.3134968528,-224909.3362579351,-120.9034302957,35.9893721751,-745.1,741.2,27.2
21281,-77.8877747517,-221.5183911749,-77887.7747517191,-221518.3911748556,-120.865248711,36.0201813643,-382.9,733.5,27.1
11677,-80.4899288106,-226.9596751454,-80489.9288105694,-226959.6751453784,-120.8935844325,35.9709932341,-770.8,2863.3,53.5
8468,-72.3680540208,-228.6945772809,-72368.0540208246,-228694.5772809074,-120.8032582458,35.9560331465,-567.9,1429.8,37.8
21027,-82.3035513364,-221.6761095508,-82303.5513364347,-221676.1095508128,-120.9142833448,36.018388964,-606.0,2419.4,49.2
16670,-74.4970891599,-224.4361811301,-74497.0891598839,-224436.1811300635,-120.8273009939,35.9941940897,-419.4,806.9,28.4
18757,-78.1243342116,-223.2532933104,-78124.3342116146,-223253.2933103846,-120.8677001005,36.0045481245,-430.4,838.9,29.0
14427,-82.1458450298,-225.5402097618,-82145.8450298377,-225540.2097617638,-120.9121185916,35.9836264258,-818.4,1226.8,35.0
6980,-72.9988792472,-229.4831691607,-72998.8792472126,-229483.1691606934,-120.8101850322,35.9488873833,-545.0,1033.6,32.1
10603,-81.4361666502,-227.5116894612,-81436.1666501513,-227511.6894612286,-120.9040303243,35.9659443688,-921.7,5794.8,76.1
11398,-78.5185999781,-227.1173935213,-78518.599978107,-227117.3935213356,-120.8716842519,35.9697389446,-605.6,826.7,28.8
6133,-70.4755783417,-229.9563242886,-70475.5783416608,-229956.324288565,-120.7821379086,35.9448196093,-558.2,927.4,30.5
13087,-77.966627905,-226.2499424536,-77966.6279050176,-226249.9424535712,-120.8656447302,35.9775915202,-566.5,889.3,29.8
10460,-80.8053414238,-227.5905486492,-80805.3414237633,-227590.5486492072,-120.8970196129,35.9652885631,-854.8,4313.5,65.7
18969,-81.9092855699,-223.0955749344,-81909.2855699422,-223095.5749344274,-120.9097525407,36.0056482408,-663.9,2083.3,45.6
11303,-74.0239702401,-227.1962527093,-74023.970240093,-227196.2527093142,-120.8217815336,35.9693904929,-622.0,1505.0,38.8
12180,-76.9415369121,-226.7230975814,-76941.5369121372,-226723.0975814426,-120.8542166806,35.9734168077,-633.6,1028.9,32.1
15012,-72.7623197873,-225.3036321978,-72762.3197873171,-225303.632197828,-120.8079549805,35.9865217157,-464.3,1698.4,41.2
9135,-78.5974531314,-228.300281341,-78597.4531314055,-228300.2813410145,-120.8724387623,35.9590863757,-591.6,1340.2,36.6
16800,-75.9164459193,-224.3573219421,-75916.4459192568,-224357.3219420849,-120.8430701209,35.994791284,-433.9,1295.8,36.0
2289,-70.9486972615,-232.4009591159,-70948.6972614518,-232400.9591159013,-120.7871630908,35.9227819866,-718.1,5432.4,73.7
17858,-73.1565855538,-223.8053076262,-73156.5855538096,-223805.3076262348,-120.8124752791,35.9999762354,-374.6,4059.2,63.7
22718,-78.2820405182,-219.9412074153,-78282.0405182116,-219941.2074152838,-120.8697890652,36.034343125,-290.6,799.9,28.3
21585,-76.389564839,-221.2818136109,-76389.5648390477,-221281.8136109198,-120.8486296449,36.0224323839,-333.9,1295.8,36.0
1362,-71.9737882543,-233.1895509957,-71973.7882543322,-233189.5509956872,-120.7984620745,35.9156072363,-739.6,3124.1,55.9
6238,-73.7085576269,-229.8774651006,-73708.557626899,-229877.4651005864,-120.8180233194,35.9452838013,-523.3,1410.7,37.6
15361,-81.9881387232,-225.0670546339,-81988.1387232407,-225067.0546338922,-120.9104180326,35.9878984169,-781.1,709.0,26.6
8534,-78.9128657446,-228.6157180929,-78912.8657445995,-228615.7180929288,-120.8759073245,35.9562212461,-620.9,1516.8,38.9
14487,-77.4146558319,-225.5402097618,-77414.6558319282,-225540.2097617638,-120.8595880965,35.9840242916,-518.4,785.2,28.0
8567,-76.3107116857,-228.6157180929,-76310.7116857492,-228615.7180929288,-120.8470258179,35.9564340517,-565.9,615.8,24.8
6770,-77.966627905,-229.5620283487,-77966.6279050176,-229562.028348672,-120.8653091129,35.9477825572,-535.1,988.2,31.4
21564,-78.0454810583,-221.2818136109,-78045.4810583161,-221281.8136109198,-120.867024593,36.0222975393,-375.8,732.8,27.1
21381,-77.5723621385,-221.4395319869,-77572.3621385251,-221439.531986877,-120.8617529748,36.0209169332,-372.1,748.6,27.4
6348,-76.5472711456,-229.7986059126,-76547.2711456447,-229798.6059126078,-120.8495337702,35.9457688559,-496.6,1040.8,32.3
15762,-74.6547954665,-224.9093362579,-74654.7954664809,-224909.3362579351,-120.8290063123,35.9899233237,-469.7,1197.5,34.6
5869,-79.7802504309,-230.0351834765,-79780.2504308829,-230035.1834765435,-120.8853873251,35.9433733865,-843.8,1004.2,31.7
6892,-79.9379567375,-229.4831691607,-79937.9567374799,-229483.1691606934,-120.8871947456,35.9483283156,-835.9,916.8,30.3
12158,-78.6763062847,-226.7230975814,-78676.306284704,-226723.0975814426,-120.873475277,35.9732745468,-600.8,845.7,29.1
6544,-72.6046134807,-229.7197467246,-72604.6134807201,-229719.7467246292,-120.8057871319,35.946788384,-550.6,1130.3,33.6
20164,-83.0132297161,-222.3069830546,-83013.2297161211,-222306.9830546416,-120.9220982771,36.0126494069,-584.0,1514.0,38.9
3364,-70.7909909549,-231.6123672361,-70790.9909548548,-231612.3672361154,-120.7854859337,35.9298913307,-662.9,2669.4,51.7
9628,-75.2067675396,-228.0637037771,-75206.7675395704,-228063.7037770788,-120.8348269607,35.9614903627,-673.1,726.0,26.9
22159,-78.5185999781,-220.7297992951,-78518.599978107,-220729.7992950697,-120.8723367038,36.0272264659,-349.4,818.7,28.6
18096,-76.7049774522,-223.6475892503,-76704.9774522417,-223647.5892502776,-120.8518973007,36.0011153646,-381.3,963.2,31.0
21351,-79.9379567375,-221.4395319869,-79937.9567374799,-221439.531986877,-120.8880308998,36.0207204659,-500.3,887.1,29.8
16490,-76.8626837588,-224.515040318,-76862.6837588387,-224515.0403180421,-120.8535619837,35.9932956313,-439.5,834.8,28.9
14908,-80.9630477304,-225.3036321978,-80963.0477303603,-225303.632197828,-120.8990109274,35.985857282,-731.6,740.1,27.2
18577,-81.8304324166,-223.3321524984,-81830.4324166437,-223332.1524983632,-120.9088515976,36.0035258951,-677.1,1872.5,43.3
17362,-78.0454810583,-224.0418851902,-78045.4810583161,-224041.8851901706,-120.866744285,35.9974573981,-435.0,839.1,29.0
875,-73.1565855538,-233.6627061236,-73156.5855538096,-233662.7061235588,-120.8115382135,35.9112582766,-734.8,996.2,31.6
13491,-82.5401107963,-226.0133648896,-82540.1107963302,-226013.3648896354,-120.9164453255,35.9793338488,-868.5,3337.1,57.8
8891,-74.2605297,-228.457999717,-74260.5296999885,-228457.9997169717,-120.8242858005,35.9580161761,-614.0,962.9,31.0
9389,-70.3967251884,-228.221422153,-70396.7251883623,-228221.4221530359,-120.7814215254,35.9604398893,-552.3,1318.3,36.3
10949,-78.0454810583,-227.3539710853,-78045.4810583161,-227353.9710852714,-120.8664081545,35.967648773,-600.4,750.6,27.4
14689,-73.7085576269,-225.4613505738,-73708.557626899,-225461.3505737852,-120.8184463971,35.9850292058,-473.8,1149.1,33.9
11215,-80.9630477304,-227.1962527093,-80963.0477303603,-227196.2527093142,-120.8988116996,35.9688237862,-842.5,3940.4,62.8
16208,-75.4433269995,-224.672758694,-75443.3269994658,-224672.7586939992,-120.8377853437,35.9919901237,-466.1,1414.5,37.6
1603,-73.3142918604,-232.9529734318,-73314.2918604065,-232952.9734317514,-120.8133551319,35.9176339566,-665.2,949.0,30.8
2806,-71.0275504148,-232.006663176,-71027.5504147503,-232006.6631760084,-120.7880742746,35.9263248796,-691.8,3678.2,60.6
11940,-71.8160819477,-226.8808159574,-71816.0819477352,-226880.8159573998,-120.7973011513,35.9723991211,-553.6,2371.8,48.7
15678,-81.2784603436,-224.9093362579,-81278.4603435543,-224909.3362579351,-120.9025547258,35.9893789345,-740.9,742.3,27.2
13995,-79.4648378177,-225.7767873257,-79464.8378176889,-225776.7873256996,-120.8823269316,35.9817255957,-612.5,992.2,31.5
18698,-82.7766702562,-223.2532933104,-82776.6702562256,-223253.2933103846,-120.9193688481,36.004153502,-612.8,1495.5,38.7
5748,-77.8877747517,-230.1140426645,-77887.7747517191,-230114.0426645222,-120.8643781589,35.9428208211,-563.2,1159.4,34.0
3832,-71.2641098746,-231.2969304842,-71264.1098746457,-231296.930484201,-120.7907645376,35.9326949523,-643.2,1610.7,40.1
13793,-70.9486972615,-225.9345057017,-70948.6972614518,-225934.5057016568,-120.7877591955,35.9809812156,-604.0,1649.3,40.6
2858,-75.4433269995,-231.927803988,-75443.3269994658,-231927.8039880297,-120.8370740365,35.9266939997,-618.5,1478.9,38.5
4218,-70.0813125752,-231.0603529203,-70081.3125751684,-231060.3529202652,-120.777662046,35.9349122718,-603.2,1857.8,43.1
4244,-78.0454810583,-230.9814937323,-78045.4810583161,-230981.4937322866,-120.8660403107,35.9350006521,-705.9,1163.1,34.1
5697,-70.4755783417,-230.1929018525,-70475.5783416608,-230192.9018525007,-120.78211625,35.9426903584,-567.4,763.9,27.6
15896,-76.0741522259,-224.83047707,-76074.1522258538,-224830.4770699564,-120.8447745761,35.9905202895,-484.0,1521.3,39.0
4167,-74.1028233934,-231.0603529203,-74102.8233933915,-231060.3529202652,-120.8222848369,35.9346068622,-527.1,2352.4,48.5
18017,-82.9343765628,-223.6475892503,-82934.3765628226,-223647.5892502776,-120.9210777775,36.0005911379,-622.7,1337.2,36.6
16294,-80.4899288106,-224.593899506,-80489.9288105694,-224593.8995060207,-120.8938320397,35.9922850635,-682.5,833.4,28.9
11227,-80.0168098908,-227.1962527093,-80016.8098907784,-227196.2527093142,-120.8883076536,35.9689040522,-730.0,2657.3,51.5
19349,-81.8304324166,-222.8589973705,-81830.4324166437,-222858.9973704917,-120.9089019753,36.0077841972,-658.3,2257.3,47.5
13727,-76.1530053792,-225.9345057017,-76153.0053791523,-225934.5057016568,-120.8455408289,35.9805777512,-611.2,2058.1,45.4
7671,-76.7049774522,-229.0888732208,-76704.9774522417,-229088.8732208004,-120.8513546548,35.9521438176,-516.0,719.6,26.8
13184,-82.461257643,-226.1710832656,-82461.2576430317,-226171.0832655925,-120.9155529609,35.9779212511,-879.8,3730.0,61.1
6565,-70.9486972615,-229.7197467246,-70948.6972614518,-229719.7467246292,-120.7874101467,35.9469136095,-563.5,1406.4,37.5
4163,-74.4182360066,-231.0603529203,-74418.2360065854,-231060.3529202652,-120.8257846485,35.9345821881,-520.6,2303.7,48.0
847,-75.3644738462,-233.6627061236,-75364.4738461673,-233662.7061235588,-120.8360294358,35.9110856079,-892.9,1744.9,41.8
11392,-78.9917188979,-227.1173935213,-78991.718897898,-227117.3935213356,-120.8769363433,35.9696996761,-628.4,1161.0,34.1
16537,-73.1565855538,-224.515040318,-73156.5855538096,-224515.0403180421,-120.8124077381,35.9935886916,-412.3,2012.6,44.9
4207,-70.9486972615,-231.0603529203,-70948.6972614518,-231060.3529202652,-120.7872865994,35.93484784,-626.7,1211.2,34.8
1792,-72.6046134807,-232.7952550558,-72604.6134807201,-232795.2550557942,-120.8054971445,35.9191080077,-686.8,991.9,31.5
13901,-74.6547954665,-225.8556465137,-74654.7954664809,-225855.6465136782,-120.82891444,35.9814065584,-569.7,2343.9,48.4
17761,-80.8053414238,-223.8053076262,-80805.3414237633,-223805.3076262348,-120.8974173439,35.9993554654,-691.8,1201.3,34.7
11584,-75.837592766,-227.0385343334,-75837.5927659583,-227038.534333357,-120.841930075,35.970666746,-696.7,1749.3,41.8
8530,-79.2282783578,-228.6157180929,-79228.2783577935,-228615.7180929288,-120.8794081022,35.9561949667,-666.0,1733.5,41.6
14760,-80.4110756573,-225.3824913858,-80411.0756572709,-225382.4913858066,-120.8928739656,35.9851945024,-689.3,730.5,27.0
21357,-79.4648378177,-221.4395319869,-79464.8378176889,-221439.531986877,-120.8827753256,36.0207602314,-463.1,897.9,30.0
2336,-75.1279143863,-232.3220999279,-75127.9143862719,-232322.0999279227,-120.8335361256,35.9231702385,-648.5,2095.7,45.8
1910,-77.966627905,-232.6375366798,-77966.6279050176,-232637.536679837,-120.8649977012,35.9201023497,-1111.5,1074.1,32.8
11799,-70.8698441082,-226.9596751454,-70869.8441081533,-226959.6751453784,-120.7867892521,35.9717605302,-588.8,2657.8,51.6
8095,-78.3608936715,-228.8522956569,-78360.8936715101,-228852.2956568646,-120.8697568685,35.954137763,-558.3,1127.6,33.6
2879,-73.7874107802,-231.927803988,-73787.4107801975,-231927.8039880297,-120.8187019041,35.9268241453,-586.4,2163.1,46.5
2349,-74.1028233934,-232.3220999279,-74102.8233933915,-232322.0999279227,-120.8221634254,35.9232508012,-610.4,2298.7,47.9
12511,-74.9702080797,-226.5653792055,-74970.2080796749,-226565.3792054854,-120.8323471987,35.9749940876,-658.0,2472.4,49.7
551,-76.389564839,-233.9781428755,-76389.5648390477,-233978.1428754731,-120.8473690489,35.9081646548,-1124.1,1212.2,34.8
18787,-75.7587396127,-223.2532933104,-75758.7396126598,-223253.2933103846,-120.8414276564,36.0047400288,-349.1,838.3,29.0
11683,-80.0168098908,-226.9596751454,-80016.8098907784,-226959.6751453784,-120.8883322613,35.9710332503,-717.6,2364.6,48.6
14398,-72.2103477142,-225.6190689497,-72210.3477142276,-225619.0689497424,-120.8017965384,35.9837249615,-507.1,1893.0,43.5
12898,-80.7264882705,-226.3288016415,-80726.4882704648,-226328.8016415497,-120.8962767252,35.9766509824,-756.1,1712.3,41.4
17426,-72.9988792472,-224.0418851902,-72998.8792472126,-224041.8851901706,-120.8107014157,35.9978592068,-393.2,3709.0,60.9
8894,-74.0239702401,-228.457999717,-74023.970240093,-228457.9997169717,-120.8216601415,35.9580346576,-604.5,918.0,30.3
20797,-76.1530053792,-221.9126871147,-76153.0053791523,-221912.6871147486,-120.8459392573,36.0167736841,-328.8,776.6,27.9
2617,-77.4935089852,-232.085522364,-77493.5089852266,-232085.5223639869,-120.8598045294,35.9251093606,-895.5,778.1,27.9
18052,-80.1745161974,-223.6475892503,-80174.5161973754,-223647.5892502776,-120.8904283158,36.0008284375,-647.2,1070.0,32.7
3917,-74.1816765467,-231.2180712962,-74181.67654669,-231218.0712962224,-120.8231445955,35.9331812001,-532.8,2421.9,49.2
4286,-74.7336486198,-230.9814937323,-74733.6486197794,-230981.4937322866,-120.8292921118,35.9352671601,-514.0,2037.8,45.1
10645,-78.1243342116,-227.5116894612,-78124.3342116146,-227511.6894612286,-120.8672674643,35.9662228134,-597.1,792.0,28.1
9374,-71.5795224878,-228.221422153,-71579.5224878397,-228221.4221530359,-120.7945502661,35.9603514103,-565.9,2467.0,49.7
21675,-76.6261242989,-221.2029544229,-76626.1242989432,-221202.9544229412,-120.8512653644,36.0231230117,-340.9,1226.0,35.0
246,-75.6798864594,-234.3724388154,-75679.8864593613,-234372.438815366,-120.8394584636,35.9046726696,-1071.6,2028.0,45.0
5131,-70.7909909549,-230.5083386044,-70790.9909548548,-230508.3386044151,-120.7855874365,35.9398278827,-591.2,777.2,27.9
13672,-80.4899288106,-225.9345057017,-80489.9288105694,-225934.5057016568,-120.8936917121,35.9802197249,-713.9,1102.5,33.2
9328,-75.2067675396,-228.221422153,-75206.7675395704,-228221.4221530359,-120.8348115455,35.9600708826,-658.1,703.1,26.5
15582,-76.7049774522,-224.9881954459,-76704.9774522417,-224988.1954459136,-120.8517635411,35.9890500365,-487.6,1023.9,32.0
13834,-79.9379567375,-225.8556465137,-79937.9567374799,-225855.6465136782,-120.8875716397,35.9809761213,-659.3,1030.4,32.1
5384,-72.7623197873,-230.3506202285,-72762.3197873171,-230350.6202284579,-120.807477687,35.9410983181,-551.9,939.7,30.7
1026,-73.2354387071,-233.5049877476,-73235.438707108,-233504.9877476016,-120.812427894,35.9126717211,-715.3,915.5,30.3
12476,-77.7300684451,-226.5653792055,-77730.0684451221,-226565.3792054854,-120.8629865349,35.9747720024,-589.7,780.6,27.9
195,-75.6798864594,-234.4512980033,-75679.8864593613,-234451.2980033447,-120.8394507188,35.9039629068,-1085.2,2146.3,46.3
22137,-80.2533693507,-220.7297992951,-80253.3693506739,-220729.7992950697,-120.8916087582,36.0270812243,-440.7,983.6,31.4
1827,-77.178096372,-232.7163958678,-77178.0963720327,-232716.3958678156,-120.8562419458,35.9194570192,-997.8,884.4,29.7
1842,-75.9952990726,-232.7163958678,-75995.2990725553,-232716.3958678156,-120.8431202585,35.9195524277,-806.5,1493.4,38.6
13390,-78.3608936715,-226.0922240776,-78360.8936715101,-226092.224077614,-120.8700379922,35.9789785003,-559.4,995.1,31.5
17448,-82.7766702562,-223.9630260022,-82776.6702562256,-223963.026002192,-120.9192924171,35.9977660389,-659.8,1312.6,36.2
22666,-80.2533693507,-220.0200666033,-80253.3693506739,-220020.0666032624,-120.8916829159,36.0334686018,-358.4,2094.7,45.8
3075,-75.6798864594,-231.7700856121,-75679.8864593613,-231770.0856120725,-120.8397141206,35.9280946783,-614.4,1107.1,33.3
11549,-78.5974531314,-227.0385343334,-78597.4531314055,-227038.534333357,-120.8725676579,35.9704421499,-606.8,824.0,28.7
7539,-75.4433269995,-229.1677324088,-75443.3269994658,-229167.732408779,-120.8373445001,35.9515352032,-543.1,708.2,26.6
