,Longitude,Latitude,xm,ym,zm_depth,zm,xkm,ykm,zkm,dem_m,date,mean_tds_t,var_tds_t,sigma_tds_t,mean_tds,sigma_tds,mean_temp_t,var_temp_t,sigma_temp_t,mean_temp,sigma_temp,mean_res_t,var_res_t,sigma_res_t,mean_res,sigma_res,mean_por_t,var_por_t,sigma_por_t,mean_por,sigma_por,mean_bicarb,var_bicarb,sigma_bicarb
225441,-120.8922593478,36.0271291819,-80.3118767953,-220.7239200666,656.6280364990234,-460.0,-80.3118767953,-220.7239200666,-0.46,196.63,2017.667,8.62797,0.20674,0.455,5586.0,2968.0,0.52981,0.06859,0.262,55.6,17.5,1.48116,0.10366,0.322,4.4,1.5,-1.1601,0.0135,0.1162,0.3135,0.0368,0.1555,0.0568,0.2383
9889,-120.84020845,35.9011049392,-75.7510111422,-234.7682061011,721.0010528564453,-570.0,-75.7510111422,-234.7682061011,-0.57,151.0,2017.667,8.45514,0.19469,0.441,4699.0,2401.0,0.55191,0.06496,0.255,57.3,17.4,1.56449,0.09927,0.315,4.8,1.6,-1.0863,0.013,0.114,0.3375,0.0389,0.3175,0.037,0.1924
309650,-120.8055078516,35.9231591816,-72.6017545009,-232.3451650124,268.6119384765625,40.0,-72.6017545009,-232.3451650124,0.04,308.61,2017.667,6.72349,0.16534,0.407,832.0,383.0,0.12322,0.06345,0.252,29.8,9.8,2.91907,0.08454,0.291,18.5,5.7,-1.1703,0.0121,0.11,0.3103,0.0344,0.3905,0.0645,0.254
351059,-120.7968327019,35.9058308483,-71.8360480849,-234.2769289878,916.7799682617188,-590.0,-71.8360480849,-234.2769289878,-0.59,326.78,2017.667,9.10258,0.18538,0.431,8978.0,4446.0,0.57169,0.06687,0.259,58.9,18.1,1.1346,0.09491,0.308,3.1,1.0,-1.1097,0.0136,0.1166,0.3297,0.0388,0.2109,0.0407,0.2017
197940,-120.8506186296,36.0145267576,-76.5764796488,-222.1585619827,377.6458435058594,-70.0,-76.5764796488,-222.1585619827,-0.07,307.65,2017.667,7.66769,0.27732,0.527,2138.0,1389.0,0.23456,0.06621,0.257,35.9,11.8,2.23808,0.13403,0.366,9.4,3.8,-1.1367,0.014,0.1183,0.3209,0.0384,0.3622,0.0708,0.2661
300260,-120.7881575523,35.9215838786,-71.0394347244,-232.5333234719,275.6106262207031,100.0,-71.0394347244,-232.5333234719,0.1,375.61,2017.667,6.57029,0.17983,0.424,714.0,347.0,0.07265,0.06633,0.258,27.3,9.5,3.00613,0.09099,0.302,20.2,6.5,-1.1221,0.0131,0.1145,0.3256,0.0376,0.4061,0.0677,0.2602
438065,-120.8211231209,35.9609664545,-73.97276972,-228.1326921145,731.3404541015625,-470.0,-73.97276972,-228.1326921145,-0.47,261.34,2017.667,8.72248,0.1501,0.387,6139.0,2663.0,0.50233,0.06291,0.251,53.5,16.0,1.36743,0.07888,0.281,3.9,1.2,-1.1016,0.0116,0.1077,0.3323,0.0361,0.0465,0.0408,0.202
169826,-120.8540886894,35.9814453939,-76.9219729279,-225.8312079075,318.30010986328125,-140.0,-76.9219729279,-225.8312079075,-0.14,178.3,2017.667,8.09504,0.21317,0.462,3278.0,1778.0,0.22361,0.06251,0.25,35.3,11.1,1.95668,0.1055,0.325,7.1,2.5,-1.1373,0.0124,0.1114,0.3207,0.036,0.3105,0.0678,0.2604
78565,-120.9165497667,35.9688429696,-82.5607852245,-227.178824275,208.00567626953125,120.0,-82.5607852245,-227.178824275,0.12,328.01,2017.667,6.00931,0.23627,0.486,407.0,237.0,-0.02656,0.06599,0.257,22.7,8.2,3.41808,0.11923,0.345,30.5,11.5,-1.0942,0.0146,0.1208,0.3348,0.0409,0.5661,0.0436,0.2088
239631,-120.9165497667,36.0066502424,-82.5201764395,-222.9783548856,470.0665588378906,-310.0,-82.5201764395,-222.9783548856,-0.31,160.07,2017.667,7.89803,0.18142,0.426,2692.0,1315.0,0.32154,0.06437,0.254,41.1,12.9,2.06255,0.09153,0.303,7.9,2.5,-1.1493,0.0125,0.1118,0.3169,0.0358,0.3484,0.0637,0.2524
98682,-120.911344677,35.984596,-82.0751125434,-225.4331584056,582.7475128173828,-400.0,-82.0751125434,-225.4331584056,-0.4,182.75,2017.667,7.90495,0.17641,0.42,2711.0,1300.0,0.37349,0.06461,0.254,44.5,13.8,2.0082,0.09003,0.3,7.4,2.4,-1.1009,0.012,0.1095,0.3326,0.0368,0.3699,0.0532,0.2307
155719,-120.8350033603,35.9798700909,-75.2046732713,-226.0215398523,584.9741821289062,-270.0,-75.2046732713,-226.0215398523,-0.27,314.97,2017.667,7.94931,0.19607,0.443,2834.0,1455.0,0.3341,0.06353,0.252,41.9,13.0,1.99949,0.09816,0.313,7.4,2.5,-1.1119,0.0123,0.1109,0.3289,0.0368,0.3554,0.0613,0.2476
445925,-120.8072428815,35.9688429696,-72.7149156831,-227.2683347085,765.3346557617188,-440.0,-72.7149156831,-227.2683347085,-0.44,325.33,2017.667,8.57343,0.2,0.447,5289.0,2751.0,0.5052,0.06567,0.256,53.7,16.5,1.48339,0.10068,0.317,4.4,1.5,-1.1194,0.0126,0.1122,0.3265,0.037,0.0877,0.0494,0.2223
296178,-120.8263282107,35.9231591816,-74.4782809718,-232.3290153095,516.7443237304688,-220.0,-74.4782809718,-232.3290153095,-0.22,296.74,2017.667,8.05084,0.21309,0.462,3136.0,1700.0,0.35694,0.05469,0.234,43.4,12.1,1.913,0.10449,0.323,6.8,2.4,-1.101,0.013,0.114,0.3325,0.0383,0.3324,0.0709,0.2663
395285,-120.772542283,35.9467887272,-69.6091882786,-229.7446424187,931.47021484375,-590.0,-69.6091882786,-229.7446424187,-0.59,341.47,2017.667,9.16442,0.38079,0.617,9551.0,7866.0,0.6753,0.07181,0.268,67.7,21.5,1.05988,0.17891,0.423,2.9,1.4,-1.1381,0.0149,0.1221,0.3204,0.0396,0.1338,0.091,0.3017
168234,-120.8558237194,35.9767194848,-77.0829708278,-226.354858047,44.86088562011719,140.0,-77.0829708278,-226.354858047,0.14,184.86,2017.667,6.23512,0.17683,0.421,510.0,245.0,-0.02394,0.06307,0.251,22.8,7.9,3.27037,0.09169,0.303,26.3,8.5,-1.1019,0.013,0.114,0.3322,0.0383,0.5335,0.0386,0.1965
122824,-120.8436785099,35.9578158484,-76.0077859995,-228.464887962,540.0505981445312,-360.0,-76.0077859995,-228.464887962,-0.36,180.05,2017.667,8.56957,0.12542,0.354,5269.0,2051.0,0.41943,0.05316,0.231,47.6,12.8,1.48192,0.0667,0.258,4.4,1.2,-1.0342,0.0109,0.1044,0.3555,0.0374,0.2067,0.0454,0.2131
227719,-120.8939943777,36.033430394,-80.4614397273,-220.0223525482,564.2028961181641,-360.0,-80.4614397273,-220.0223525482,-0.36,204.2,2017.667,8.78017,0.20511,0.453,6504.0,3438.0,0.47889,0.06911,0.263,51.8,16.5,1.39067,0.10278,0.321,4.0,1.4,-1.136,0.0134,0.1158,0.3211,0.0375,0.1814,0.0595,0.2439
419472,-120.8211231209,35.940487515,-73.9924756336,-230.4079196941,401.4763793945313,-100.0,-73.9924756336,-230.4079196941,-0.1,301.48,2017.667,7.28835,0.15907,0.399,1463.0,658.0,0.2354,0.06148,0.248,35.9,11.2,2.5285,0.08164,0.286,12.5,3.8,-1.2082,0.012,0.1095,0.2987,0.033,0.3386,0.0663,0.2575
320141,-120.8350033603,35.9294603938,-75.2540001827,-231.6221053373,639.6543579101562,-350.0,-75.2540001827,-231.6221053373,-0.35,289.65,2017.667,8.5001,0.15467,0.393,4915.0,2172.0,0.45267,0.05672,0.238,49.9,14.0,1.51643,0.08026,0.283,4.6,1.4,-1.0428,0.0116,0.1077,0.3525,0.0383,0.1876,0.0482,0.2195
348387,-120.795097672,35.9042555452,-71.6811031253,-234.4532554773,918.6965026855468,-580.0,-71.6811031253,-234.4532554773,-0.58,338.7,2017.667,9.02906,0.20289,0.45,8342.0,4379.0,0.55904,0.06708,0.259,57.9,17.9,1.1845,0.10239,0.32,3.3,1.1,-1.1011,0.0137,0.117,0.3325,0.0393,0.2298,0.0446,0.2112
407075,-120.7968327019,35.9625417575,-71.7830926217,-227.9763450037,514.556884765625,-140.0,-71.7830926217,-227.9763450037,-0.14,374.56,2017.667,7.97535,0.29187,0.54,2908.0,1959.0,0.26666,0.06575,0.256,37.8,12.2,2.01571,0.14034,0.375,7.5,3.1,-1.1278,0.0134,0.1158,0.3237,0.0379,0.335,0.0717,0.2678
136077,-120.8731740186,35.9562405454,-78.666602034,-228.6158454198,-3.295745849609375,140.0,-78.666602034,-228.6158454198,0.14,136.7,2017.667,5.77382,0.11584,0.34,322.0,119.0,-0.03437,0.02526,0.159,22.4,3.3,3.60039,0.06136,0.248,36.6,9.5,-1.0993,0.0127,0.1127,0.3331,0.0379,0.6853,0.0192,0.1386
103410,-120.8991994675,35.986171303,-80.9796958457,-225.2685827406,228.8999938964844,-100.0,-80.9796958457,-225.2685827406,-0.1,128.9,2017.667,7.28567,0.15517,0.394,1459.0,646.0,0.12523,0.0635,0.252,29.9,9.8,2.51184,0.07961,0.282,12.3,3.7,-1.125,0.0121,0.11,0.3247,0.036,0.3317,0.0627,0.2504
268547,-120.8124479713,35.8869272119,-73.2617587839,-236.3651270513,571.2651824951172,-320.0,-73.2617587839,-236.3651270513,-0.32,251.27,2017.667,7.65472,0.33074,0.575,2111.0,1559.0,0.37836,0.067,0.259,44.8,14.3,2.17323,0.1579,0.397,8.8,3.9,-1.1134,0.0144,0.12,0.3284,0.0398,0.3526,0.0723,0.2689
326736,-120.8332683304,35.9357616059,-75.0914830746,-230.9234191167,290.7031555175781,-10.0,-75.0914830746,-230.9234191167,-0.01,280.7,2017.667,6.88431,0.10965,0.331,977.0,351.0,0.13524,0.05506,0.235,30.5,9.0,2.83276,0.05969,0.244,17.0,4.3,-1.2249,0.0108,0.1039,0.2938,0.0308,0.3073,0.0528,0.2298
208633,-120.8523536595,36.0176773637,-76.7295234722,-221.807112317,373.2215270996094,-60.0,-76.7295234722,-221.807112317,-0.06,313.22,2017.667,7.67996,0.28881,0.537,2165.0,1447.0,0.2214,0.06646,0.258,35.1,11.6,2.2342,0.13912,0.373,9.3,3.9,-1.1358,0.0141,0.1187,0.3212,0.0385,0.3597,0.0714,0.2672
350815,-120.7985677319,35.9089814543,-71.9895124477,-233.9255859651,877.2757873535156,-600.0,-71.9895124477,-233.9255859651,-0.6,277.28,2017.667,9.10981,0.1785,0.422,9044.0,4371.0,0.58879,0.06645,0.258,60.3,18.4,1.13042,0.09233,0.304,3.1,1.0,-1.1275,0.0135,0.1162,0.3238,0.038,0.1832,0.0371,0.1926
466952,-120.8245931807,35.987746606,-74.25949168,-225.15464235,276.5130920410156,40.0,-74.25949168,-225.15464235,0.04,316.51,2017.667,7.58099,0.22737,0.477,1961.0,1110.0,0.13921,0.06493,0.255,30.7,10.2,2.35137,0.11081,0.333,10.5,3.8,-1.1824,0.0127,0.1127,0.3065,0.0349,0.3049,0.065,0.255
239145,-120.9148147368,36.0082255455,-82.3622816402,-222.8048420899,437.4138870239258,-310.0,-82.3622816402,-222.8048420899,-0.31,127.41,2017.667,7.92661,0.17838,0.422,2770.0,1338.0,0.32024,0.06425,0.253,41.0,12.9,2.0445,0.09016,0.3,7.7,2.5,-1.1499,0.0125,0.1118,0.3167,0.0357,0.3457,0.0639,0.2528
428953,-120.8003027618,35.9499393332,-72.107506654,-229.3738590588,331.6036682128906,-60.0,-72.107506654,-229.3738590588,-0.06,271.6,2017.667,7.36151,0.23254,0.482,1574.0,905.0,0.2119,0.06457,0.254,34.6,11.2,2.49191,0.11395,0.338,12.1,4.4,-1.2072,0.0128,0.1131,0.299,0.0342,0.3505,0.068,0.2608
175381,-120.8575587493,35.9956231212,-77.2202409625,-224.2532008791,753.9237365722656,-480.0,-77.2202409625,-224.2532008791,-0.48,273.92,2017.667,8.84847,0.21856,0.468,6964.0,3839.0,0.54726,0.06188,0.249,57.0,16.7,1.33801,0.10904,0.33,3.8,1.4,-1.188,0.0126,0.1122,0.3048,0.0345,0.0848,0.0435,0.2086
204759,-120.8749090485,36.0098008485,-78.767995749,-222.6637305951,125.16326904296876,80.0,-78.767995749,-222.6637305951,0.08,205.16,2017.667,7.54368,0.14259,0.378,1889.0,794.0,0.01646,0.06568,0.256,24.6,8.7,2.37987,0.07547,0.275,10.8,3.1,-1.0924,0.013,0.114,0.3354,0.0386,0.4121,0.0489,0.2211
329992,-120.8003027618,35.9326109998,-72.1237580197,-231.2990448211,217.69839477539065,150.0,-72.1237580197,-231.2990448211,0.15,367.7,2017.667,6.49442,0.1914,0.437,661.0,334.0,0.03048,0.06517,0.255,25.3,8.8,3.06592,0.09623,0.31,21.5,7.2,-1.1082,0.0129,0.1136,0.3302,0.0379,0.4294,0.0662,0.2573
382949,-120.772542283,35.938912212,-69.6163190395,-230.6197297752,371.8350524902344,-20.0,-69.6163190395,-230.6197297752,-0.02,351.84,2017.667,7.57347,0.23762,0.487,1946.0,1135.0,0.21232,0.06753,0.26,34.6,11.6,2.3398,0.11585,0.34,10.4,3.9,-1.1823,0.0138,0.1175,0.3066,0.0364,0.3624,0.0709,0.2663
317149,-120.8454135398,35.9247344847,-76.1968664278,-232.1388349864,540.0148162841797,-300.0,-76.1968664278,-232.1388349864,-0.3,240.01,2017.667,7.91325,0.14227,0.377,2733.0,1148.0,0.42603,0.05941,0.244,48.0,14.0,1.94306,0.07435,0.273,7.0,2.0,-1.0664,0.0115,0.1072,0.3442,0.0372,0.2933,0.0614,0.2478
282415,-120.8089779114,35.9042555452,-72.9324298075,-234.4426695602,479.2768859863281,-150.0,-72.9324298075,-234.4426695602,-0.15,329.28,2017.667,7.34038,0.24064,0.491,1541.0,907.0,0.2671,0.06449,0.254,37.8,12.1,2.47848,0.11749,0.343,11.9,4.5,-1.1926,0.0134,0.1158,0.3034,0.0355,0.3718,0.0709,0.2663
390605,-120.7690722231,35.9357616059,-69.3064669228,-230.972305998,870.1490783691406,-410.0,-69.3064669228,-230.972305998,-0.41,460.15,2017.667,8.71385,0.25525,0.505,6087.0,3729.0,0.53615,0.06854,0.262,56.1,17.6,1.39457,0.12512,0.354,4.0,1.6,-1.1113,0.014,0.1183,0.3291,0.0394,0.1841,0.0579,0.2406
235553,-120.911344677,36.0176773637,-82.039781376,-221.7577182213,718.1880187988281,-590.0,-82.039781376,-221.7577182213,-0.59,128.19,2017.667,8.7884,0.17524,0.419,6558.0,3133.0,0.53574,0.06791,0.261,56.1,17.5,1.38071,0.08947,0.299,4.0,1.3,-1.1673,0.0134,0.1158,0.3112,0.0364,0.1556,0.0563,0.2373
20866,-120.8627638391,35.9231591816,-77.7621935985,-232.2997617314,287.1774444580078,-150.0,-77.7621935985,-232.2997617314,-0.15,137.18,2017.667,7.32998,0.19086,0.437,1525.0,770.0,0.2525,0.06179,0.249,36.9,11.5,2.49939,0.09593,0.31,12.2,4.1,-1.2139,0.0118,0.1086,0.297,0.0326,0.3396,0.067,0.2588
153144,-120.8384734201,35.9719935757,-75.5249359301,-226.8938802459,371.9103393554688,-100.0,-75.5249359301,-226.8938802459,-0.1,271.91,2017.667,7.64036,0.17968,0.424,2080.0,1010.0,0.16866,0.06242,0.25,32.2,10.3,2.31827,0.09121,0.302,10.2,3.3,-1.2221,0.0117,0.1082,0.2946,0.0321,0.2465,0.0569,0.2385
116715,-120.8592937792,35.9515146363,-77.420887271,-229.1523224906,38.88700866699219,110.0,-77.420887271,-229.1523224906,0.11,148.89,2017.667,6.0318,0.10876,0.33,416.0,149.0,0.22508,0.01657,0.129,35.4,3.7,3.30257,0.05576,0.236,27.2,6.7,-1.1071,0.0111,0.1054,0.3305,0.0351,0.496,0.0248,0.1575
428736,-120.8020377917,35.9483640302,-72.2653102254,-229.5475556863,880.4827880859375,-610.0,-72.2653102254,-229.5475556863,-0.61,270.48,2017.667,8.89335,0.3253,0.57,7283.0,5314.0,0.64676,0.06652,0.258,65.2,19.8,1.25978,0.15477,0.393,3.5,1.6,-1.1559,0.0134,0.1158,0.3148,0.0368,0.141,0.0727,0.2696
401089,-120.7794824027,35.9609664545,-70.2215563869,-228.1643578066,435.3202209472656,-60.0,-70.2215563869,-228.1643578066,-0.06,375.32,2017.667,7.72599,0.28732,0.536,2266.0,1510.0,0.22629,0.0676,0.26,35.4,11.8,2.21655,0.1382,0.372,9.2,3.8,-1.1579,0.0138,0.1175,0.3141,0.0373,0.3515,0.0713,0.267
446618,-120.7985677319,35.9688429696,-71.9334931536,-227.2749525023,357.4706115722656,10.0,-71.9334931536,-227.2749525023,0.01,367.47,2017.667,7.37602,0.23558,0.485,1597.0,926.0,0.14939,0.06615,0.257,31.2,10.5,2.49923,0.1155,0.34,12.2,4.5,-1.2003,0.0128,0.1131,0.3011,0.0344,0.3389,0.0659,0.2567
156496,-120.8471485697,35.9782947878,-76.3000679582,-226.1868557847,822.2947998046875,-600.0,-76.3000679582,-226.1868557847,-0.6,222.29,2017.667,8.69251,0.18049,0.425,5958.0,2900.0,0.56667,0.06361,0.252,58.5,17.4,1.42492,0.09317,0.305,4.2,1.4,-1.178,0.0123,0.1109,0.3079,0.0345,0.0881,0.034,0.1844
4929,-120.8523536595,35.9074061513,-76.8396685904,-234.0583828888,186.84413146972656,50.0,-76.8396685904,-234.0583828888,0.05,236.84,2017.667,6.93723,0.18116,0.426,1030.0,503.0,0.11103,0.06444,0.254,29.2,9.8,2.77516,0.09175,0.303,16.0,5.2,-1.1504,0.0121,0.11,0.3165,0.0351,0.4071,0.0615,0.248
451839,-120.8263282107,35.9719935757,-74.4309921653,-226.9034851104,687.1952209472656,-430.0,-74.4309921653,-226.9034851104,-0.43,257.2,2017.667,8.51243,0.18193,0.427,4976.0,2435.0,0.44889,0.06363,0.252,49.6,15.1,1.51462,0.09262,0.304,4.5,1.5,-1.0621,0.0119,0.1091,0.3457,0.0381,0.1433,0.0474,0.2177
448912,-120.8072428815,35.9735688787,-72.7104449817,-226.7432754143,775.4973602294922,-540.0,-72.7104449817,-226.7432754143,-0.54,235.5,2017.667,8.80376,0.30689,0.554,6659.0,4653.0,0.60064,0.06763,0.26,61.3,18.9,1.34112,0.14793,0.385,3.8,1.6,-1.17,0.0135,0.1162,0.3104,0.0364,0.1215,0.0596,0.2441
102285,-120.9130797069,36.0003490303,-82.214507077,-223.6814541168,164.3712921142578,-10.0,-82.214507077,-223.6814541168,-0.01,154.37,2017.667,6.86675,0.1697,0.412,960.0,449.0,0.03703,0.0623,0.25,25.6,8.6,2.8111,0.08667,0.294,16.6,5.2,-1.0918,0.0132,0.1149,0.3356,0.0389,0.4267,0.0537,0.2317
28353,-120.8731740186,35.9310356968,-78.6923927414,-231.4161004093,792.0585632324219,-610.0,-78.6923927414,-231.4161004093,-0.61,182.06,2017.667,8.74414,0.18106,0.426,6274.0,3060.0,0.55625,0.06187,0.249,57.7,16.9,1.42086,0.09311,0.305,4.1,1.4,-1.1393,0.0118,0.1086,0.32,0.0351,0.3515,0.0375,0.1936
267944,-120.8072428815,35.8885025149,-72.7909157524,-236.1941249905,112.92835998535156,130.0,-72.7909157524,-236.1941249905,0.13,242.93,2017.667,6.3244,0.19406,0.441,558.0,285.0,0.04833,0.06757,0.26,26.1,9.3,3.16179,0.09997,0.316,23.6,8.0,-1.1104,0.0145,0.1204,0.3294,0.0401,0.3867,0.0694,0.2634
152848,-120.84020845,35.9704182727,-75.6827645993,-227.0675159187,890.3154907226562,-630.0,-75.6827645993,-227.0675159187,-0.63,260.32,2017.667,8.79343,0.16644,0.408,6591.0,3048.0,0.56165,0.06286,0.251,58.1,17.2,1.3492,0.08716,0.295,3.9,1.2,-1.1654,0.012,0.1095,0.3118,0.0345,0.0709,0.0301,0.1735
453127,-120.817653061,35.9751441818,-73.6465841063,-226.5602202621,789.2630004882812,-510.0,-73.6465841063,-226.5602202621,-0.51,279.26,2017.667,8.71209,0.23068,0.48,6076.0,3473.0,0.55228,0.06572,0.256,57.4,17.5,1.40577,0.1151,0.339,4.1,1.5,-1.164,0.013,0.114,0.3122,0.0359,0.0785,0.043,0.2074
358930,-120.772542283,35.9105567574,-69.6419895103,-233.7700113413,767.9678344726562,-450.0,-69.6419895103,-233.7700113413,-0.45,317.97,2017.667,8.5504,0.3162,0.562,5169.0,3692.0,0.48551,0.06832,0.261,52.3,16.6,1.51897,0.15184,0.39,4.6,2.0,-1.0865,0.0143,0.1196,0.3374,0.0408,0.2697,0.0654,0.2557
223985,-120.8801141383,36.0271291819,-79.2187233785,-220.7341382008,627.6362457275391,-440.0,-79.2187233785,-220.7341382008,-0.44,187.64,2017.667,8.75032,0.2519,0.502,6313.0,3832.0,0.54501,0.06915,0.263,56.8,17.9,1.40173,0.12369,0.352,4.1,1.6,-1.1741,0.0138,0.1175,0.3091,0.0367,0.1314,0.0591,0.2431
352668,-120.8003027618,35.9089814543,-72.1459187109,-233.9242671002,170.12127685546875,110.0,-72.1459187109,-233.9242671002,0.11,280.12,2017.667,6.42155,0.16498,0.406,615.0,283.0,0.06262,0.06545,0.256,26.8,9.2,3.09968,0.08479,0.291,22.2,6.9,-1.1139,0.0131,0.1145,0.3283,0.0379,0.4041,0.0678,0.2604
104800,-120.8887892879,35.9893219091,-80.0389266931,-224.927382918,103.90974426269533,30.0,-80.0389266931,-224.927382918,0.03,133.91,2017.667,6.37349,0.14101,0.376,586.0,245.0,0.00406,0.06238,0.25,24.1,8.2,3.151,0.07446,0.273,23.4,6.7,-1.1001,0.0122,0.1105,0.3328,0.0371,0.4433,0.0421,0.2052
83341,-120.8905243179,35.9735688787,-80.2116081152,-226.6761107343,41.093536376953125,90.0,-80.2116081152,-226.6761107343,0.09,131.09,2017.667,5.83311,0.14796,0.385,341.0,147.0,-0.00529,0.06307,0.251,23.6,8.1,3.52482,0.08042,0.284,33.9,10.2,-1.0954,0.0129,0.1136,0.3344,0.0384,0.5679,0.0264,0.1625
99904,-120.9165497667,35.987746606,-82.5404809396,-225.0786007142,505.8309631347656,-330.0,-82.5404809396,-225.0786007142,-0.33,175.83,2017.667,7.47567,0.18226,0.427,1765.0,864.0,0.33205,0.06516,0.255,41.8,13.2,2.3379,0.09236,0.304,10.4,3.4,-1.1462,0.0122,0.1105,0.3178,0.0354,0.3937,0.0578,0.2404
190692,-120.8471485697,36.0050749394,-76.2734813367,-223.2114964508,721.7939453125,-460.0,-76.2734813367,-223.2114964508,-0.46,261.79,2017.667,8.92235,0.27596,0.525,7498.0,4852.0,0.56531,0.0666,0.258,58.4,17.9,1.28098,0.13429,0.366,3.6,1.5,-1.1823,0.0133,0.1153,0.3066,0.0357,0.0921,0.056,0.2366
431846,-120.8107129413,35.9546652423,-73.0409542093,-228.8408365169,580.4095153808594,-290.0,-73.0409542093,-228.8408365169,-0.29,290.41,2017.667,8.58438,0.17571,0.419,5347.0,2559.0,0.37787,0.06273,0.25,44.7,13.6,1.52858,0.08879,0.298,4.6,1.5,-1.0732,0.0122,0.1105,0.3419,0.0381,0.2697,0.0652,0.2553
39689,-120.8454135398,35.9357616059,-76.1859417976,-230.9137296086,86.56025695800781,160.0,-76.1859417976,-230.9137296086,0.16,246.56,2017.667,6.0589,0.17749,0.421,428.0,206.0,0.01923,0.04522,0.213,24.8,6.4,3.36518,0.08868,0.298,28.9,9.2,-1.1031,0.0128,0.1131,0.3318,0.0379,0.5174,0.0518,0.2276
277198,-120.8211231209,35.891653121,-74.0394657186,-235.8333538763,706.1314849853516,-480.0,-74.0394657186,-235.8333538763,-0.48,226.13,2017.667,8.04949,0.27352,0.523,3132.0,2014.0,0.50275,0.06644,0.258,53.6,16.6,1.84018,0.13293,0.365,6.3,2.5,-1.0763,0.0138,0.1175,0.3409,0.0405,0.3294,0.061,0.247
462554,-120.8055078516,35.987746606,-72.540786784,-225.1694180863,631.6341552734375,-200.0,-72.540786784,-225.1694180863,-0.2,431.63,2017.667,7.63216,0.21013,0.458,2064.0,1108.0,0.35991,0.06694,0.259,43.6,14.0,2.19588,0.10371,0.322,9.0,3.1,-1.1173,0.0125,0.1118,0.3272,0.0369,0.344,0.066,0.2569
209160,-120.8523536595,36.0208279698,-76.7263763684,-221.4570648483,774.7252807617188,-460.0,-76.7263763684,-221.4570648483,-0.46,314.73,2017.667,8.96578,0.30562,0.553,7830.0,5455.0,0.56356,0.06857,0.262,58.3,18.2,1.25334,0.14722,0.384,3.5,1.5,-1.1768,0.0139,0.1179,0.3083,0.0367,0.1101,0.0641,0.2532
277983,-120.8297982705,35.8963790301,-74.8170759375,-235.3015085004,154.2423095703125,80.0,-74.8170759375,-235.3015085004,0.08,234.24,2017.667,6.72462,0.17826,0.422,833.0,402.0,0.11535,0.06558,0.256,29.4,10.0,2.90396,0.08953,0.299,18.2,5.8,-1.1418,0.0127,0.1127,0.3192,0.0363,0.4042,0.067,0.2588
186708,-120.84194348,35.9924725151,-75.8172851409,-224.6158464206,903.0846862792968,-610.0,-75.8172851409,-224.6158464206,-0.61,293.08,2017.667,9.50272,0.44136,0.664,13396.0,12442.0,0.6579,0.06981,0.264,66.2,20.7,0.82264,0.20385,0.451,2.3,1.2,-1.118,0.0155,0.1245,0.3269,0.0412,0.0772,0.1164,0.3412
113533,-120.8592937792,35.9467887272,-77.4256461752,-229.6773726652,326.4433898925781,-120.0,-77.4256461752,-229.6773726652,-0.12,206.44,2017.667,7.84908,0.11278,0.336,2563.0,937.0,0.28978,0.01401,0.118,39.2,3.5,2.13951,0.05531,0.235,8.5,2.1,-1.2166,0.0108,0.1039,0.2962,0.031,0.2759,0.0626,0.2502
153631,-120.8454135398,35.9735688787,-76.1484853982,-226.7133095268,330.3263854980469,-90.0,-76.1484853982,-226.7133095268,-0.09,240.33,2017.667,7.57956,0.16981,0.412,1958.0,917.0,0.16253,0.06214,0.249,31.9,10.2,2.35495,0.08696,0.295,10.5,3.3,-1.2177,0.0116,0.1077,0.2959,0.0321,0.2379,0.0546,0.2337
400380,-120.7742773129,35.9578158484,-69.75551249,-228.5182383722,205.5826416015625,140.0,-69.75551249,-228.5182383722,0.14,345.58,2017.667,6.92264,0.2101,0.458,1015.0,545.0,0.05182,0.06855,0.262,26.3,9.4,2.79549,0.10414,0.323,16.4,5.7,-1.1337,0.0137,0.117,0.3218,0.0381,0.4079,0.0682,0.2612
340371,-120.7881575523,35.8900778179,-71.0685336621,-236.0335930884,848.0125732421875,-550.0,-71.0685336621,-236.0335930884,-0.55,298.01,2017.667,8.46082,0.30333,0.551,4726.0,3274.0,0.51211,0.068,0.261,54.3,17.0,1.57433,0.14609,0.382,4.8,2.1,-1.0885,0.0144,0.12,0.3367,0.0408,0.3016,0.0632,0.2514
187940,-120.8367383902,35.9971984242,-75.3439432037,-224.094931151,789.3421020507812,-440.0,-75.3439432037,-224.094931151,-0.44,349.34,2017.667,8.82563,0.24462,0.495,6806.0,4049.0,0.55251,0.0654,0.256,57.4,17.4,1.34535,0.12062,0.347,3.8,1.5,-1.1788,0.0132,0.1149,0.3076,0.0357,0.0899,0.0489,0.2211
295330,-120.8315333004,35.9215838786,-74.9489470635,-232.4999279777,863.7884216308594,-600.0,-74.9489470635,-232.4999279777,-0.6,263.79,2017.667,8.7603,0.18815,0.434,6376.0,3187.0,0.64029,0.06193,0.249,64.6,18.7,1.37306,0.09523,0.309,3.9,1.3,-1.1723,0.0127,0.1127,0.3097,0.0352,0.2079,0.0482,0.2195
359375,-120.7742773129,35.9121320604,-69.7969635978,-233.5937211799,357.1503601074219,-50.0,-69.7969635978,-233.5937211799,-0.05,307.15,2017.667,7.24408,0.21462,0.463,1400.0,762.0,0.18446,0.06752,0.26,33.1,11.2,2.56975,0.10613,0.326,13.1,4.6,-1.1869,0.0137,0.117,0.3052,0.0361,0.3804,0.0703,0.2651
