,xkm,ykm,xm,ym,Longitude,Latitude,mean_pred,var_pred,sigma_pred
2377,-76.4374975163,-234.3246143989,-76437.4975163339,-234324.6143989379,-120.8478663553,35.9050424282,-136.6,3145.8,56.1
6669,-71.7961350758,-231.309488482,-71796.1350757744,-231309.4884820206,-120.7966665757,35.9325418388,-95.2,698.8,26.4
7533,-75.2771569062,-230.7683120354,-75277.156906194,-230768.3120353945,-120.835343757,35.9371428976,-135.1,268.8,16.4
10709,-72.0282031978,-229.0674717746,-72028.2031978024,-229067.4717745694,-120.7994513081,35.9527028928,-54.5,1263.9,35.6
3373,-73.0338317266,-233.5515051895,-73033.8317265903,-233551.505189472,-120.8101870924,35.9122685753,-138.3,507.9,22.5
2349,-71.6414229944,-234.4019253199,-71641.4229944224,-234401.9253198845,-120.7946623267,35.9047205324,-163.3,1951.4,44.2
4901,-69.7848780182,-232.4691522962,-69784.8780181986,-232469.1522962196,-120.7742451251,35.9222544819,-82.3,2808.5,53.0
13544,-72.8791196452,-227.5985642766,-72879.1196452383,-227598.564276584,-120.8090344166,35.9658582793,-78.5,897.4,30.0
6857,-76.9789898011,-231.1548666401,-76978.9898010659,-231154.8666401274,-120.8541891847,35.9335273423,-174.0,271.8,16.5
24296,-77.1337018824,-221.8775561265,-77133.7018824179,-221877.556126536,-120.8568361794,36.017010595,57.5,1245.8,35.3
17840,-72.1055592385,-225.4338584901,-72105.5592384784,-225433.8584900794,-120.8006504286,35.9853998258,84.3,1556.8,39.5
25874,-78.6034666553,-220.6405813914,-78603.4666552617,-220640.5813913904,-120.8732886437,36.0280223709,97.0,629.0,25.1
3016,-70.3263703029,-233.8607488733,-70326.3703029306,-233860.7488732583,-120.7801255322,35.9096896436,-143.4,2549.9,50.5
12565,-78.6808226959,-228.0624298023,-78680.8226959377,-228062.4298022636,-120.8733884405,35.9612201461,-154.9,240.1,15.5
3785,-72.5696954825,-233.2422615057,-72569.6954825343,-233242.2615056856,-120.8050676622,35.9150874656,-137.6,661.3,25.7
1840,-70.790506547,-234.8657908456,-70790.5065469865,-234865.790845564,-120.7851815985,35.9006093538,-180.3,1782.0,42.2
16783,-70.1716582216,-225.9750349367,-70171.6582215786,-225975.0349367055,-120.7791282505,35.9806742417,84.2,1797.1,42.4
26283,-78.5261106146,-220.1767158657,-78526.1106145857,-220176.7158657108,-120.872476687,36.0322034368,84.1,698.6,26.4
8682,-70.9452186283,-230.1498246678,-70945.2186283385,-230149.8246678218,-120.7873319042,35.9430430765,-34.3,869.5,29.5
25596,-80.6147237128,-220.8725141542,-80614.7237128375,-220872.5141542302,-120.8956081617,36.0257661786,-54.5,888.9,29.8
1915,-71.4867109131,-234.7884799246,-71486.7109130704,-234788.4799246174,-120.7929104478,35.9012530349,-173.1,1898.9,43.6
25007,-80.6920797535,-221.3363796799,-80692.0797535135,-221336.3796799098,-120.8964187911,36.0215849375,-80.3,1093.6,33.1
11443,-72.8017636046,-228.6809171698,-72801.7636045623,-228680.9171698364,-120.8080733192,35.9561229179,-97.9,410.2,20.3
25295,-81.8524203637,-221.1044469171,-81852.4203636534,-221104.44691707,-120.9093330925,36.0235728172,-92.3,1418.5,37.7
4814,-76.514853557,-232.4691522962,-76514.8535570099,-232469.1522962196,-120.8489086432,35.9217359637,-134.5,972.8,31.2
20719,-76.8242777197,-223.9649509921,-76824.2777197139,-223964.950992094,-120.8531904784,35.9982494915,59.4,998.7,31.6
25584,-81.5429962009,-220.8725141542,-81542.9962009494,-220872.5141542302,-120.9059203982,36.0256868041,-78.7,1220.8,34.9
2465,-69.6301659368,-234.3246143989,-69630.1659368466,-234324.6143989379,-120.7723610109,35.9055659658,-149.5,2368.2,48.7
14446,-73.42061193,-227.1346987509,-73420.6119299702,-227134.6987509044,-120.8150895213,35.9699913603,-66.7,835.4,28.9
6039,-72.4923394419,-231.6960430868,-72492.3394418583,-231696.0430867536,-120.8043550624,35.9290098326,-111.1,915.8,30.3
23279,-82.239200567,-222.4960434941,-82239.2005670334,-222496.0434941087,-120.9134807808,36.0110153448,-133.7,2242.4,47.4
12327,-73.884748174,-228.2170516442,-73884.7481740262,-228217.0516441568,-120.820138,35.960214067,-136.3,787.3,28.1
17389,-71.0999307097,-225.6657912529,-71099.9307096904,-225665.7912529192,-120.7894631403,35.9833883296,61.5,762.0,27.6
7819,-73.8073921334,-230.6136901935,-73807.3921333502,-230613.6901935012,-120.8190495533,35.9386499457,-118.6,682.7,26.1
22871,-74.3488844181,-222.8052871779,-74348.8844180821,-222805.2871778951,-120.8258129934,36.0088835905,164.9,1355.6,36.8
5769,-74.6583085808,-231.8506649286,-74658.3085807861,-231850.6649286468,-120.8283718652,35.9274503302,-129.4,132.7,11.5
15696,-71.1772867504,-226.5162113833,-71177.2867503664,-226516.2113833317,-120.7902433243,35.9757287192,26.4,1733.1,41.6
12827,-70.0943021809,-227.9851188813,-70094.3021809026,-227985.118881317,-120.7780862308,35.9625890367,20.6,407.6,20.2
3550,-74.8903767028,-233.3968833476,-74890.3767028141,-233396.8833475788,-120.8307963144,35.913515615,-132.2,1284.6,35.8
21727,-78.5261106146,-223.4237745455,-78526.1106145857,-223423.7745454679,-120.872144824,36.0029806406,-68.3,98.7,9.9
4848,-73.884748174,-232.4691522962,-73884.7481740262,-232469.1522962196,-120.8197299173,35.9219442813,-135.2,771.6,27.8
8327,-76.8242777197,-230.3044465097,-76824.2777197139,-230304.4465097149,-120.8525573866,35.9411938255,-192.4,171.7,13.1
5240,-70.0943021809,-232.2372195334,-70094.3021809026,-232237.2195333798,-120.7776990597,35.9243191602,-81.1,2417.7,49.2
5296,-74.7356646215,-232.1599086124,-74735.6646214621,-232159.9086124332,-120.8292001172,35.924660965,-132.0,201.8,14.2
6764,-74.2715283774,-231.2321775611,-74271.5283774061,-231232.177561074,-120.8241402105,35.9330472146,-125.9,379.3,19.5
11736,-73.1885438079,-228.5262953279,-73188.5438079422,-228526.2953279432,-120.812380936,35.9574847854,-117.6,203.4,14.3
19195,-75.3545129469,-224.7380602016,-75354.51294687,-224738.06020156,-120.8367927298,35.9914094738,69.5,1695.5,41.2
369,-72.0282031978,-236.4120092645,-72028.2031978024,-236412.009264496,-120.7987645324,35.8865995917,-180.7,1515.0,38.9
23200,-78.6808226959,-222.5733544151,-78680.8226959377,-222573.3544150553,-120.8739500891,36.010621453,-64.5,272.5,16.5
501,-71.022574669,-236.2573874226,-71022.5746690145,-236257.3874226028,-120.7876272676,35.8880669936,-201.5,882.1,29.7
2539,-70.9452186283,-234.247303478,-70945.2186283385,-234247.3034779913,-120.7869544679,35.906164461,-161.1,2238.0,47.3
1917,-71.3319988317,-234.7884799246,-71331.9988317184,-234788.4799246174,-120.7911945048,35.9012646682,-174.6,1938.1,44.0
8095,-73.4979679706,-230.4590683516,-73497.9679706462,-230459.0683516081,-120.8156307667,35.9400655849,-111.6,860.4,29.3
26307,-80.3826555908,-220.0994049448,-80382.6555908096,-220099.4049447642,-120.8931110069,36.0327436299,-7.2,1470.3,38.3
26105,-77.9072622892,-220.4086486286,-77907.2622891778,-220408.6486285506,-120.8655777331,36.0301671609,58.6,577.1,24.0
20826,-80.2279435095,-223.8876400711,-80227.9435094576,-223887.6400711474,-120.8909965971,35.9986634992,-118.4,1078.0,32.8
16165,-70.4037263436,-226.2842786205,-70403.7263436065,-226284.2786204919,-120.7816765185,35.9778738427,58.9,1773.2,42.1
23,-74.9677327435,-236.8758747902,-74967.7327434901,-236875.8747901756,-120.8313160202,35.8821971157,-94.5,376.5,19.4
20264,-76.3601414757,-224.1968837549,-76360.141475658,-224196.8837549338,-120.8480131392,35.9961995988,78.0,1250.6,35.4
23993,-82.9354049331,-222.0321779684,-82935.4049331173,-222032.1779684291,-120.9212635262,36.0151293928,-127.2,1980.7,44.5
24440,-74.7356646215,-221.8002452056,-74735.6646214621,-221800.2452055893,-120.8302065964,36.0178983989,160.2,1356.6,36.8
6207,-68.9339615708,-231.6187321658,-68933.9615707627,-231618.732165807,-120.764880958,35.9299707048,-32.9,2586.9,50.9
20361,-80.7694357942,-224.119572834,-80769.4357941895,-224119.5728339872,-120.8969855829,35.9965301836,-135.3,829.5,28.8
8838,-69.7848780182,-230.0725137469,-69784.8780181986,-230072.5137468751,-120.7744623267,35.9438249114,-4.4,976.4,31.2
20741,-75.1224448248,-223.9649509921,-75122.4448248421,-223964.950992094,-120.834291351,35.9983858015,116.6,945.0,30.7
18304,-72.1829152792,-225.2019257272,-72182.9152791544,-225201.9257272396,-120.8015311108,35.9874813357,104.0,1611.3,40.1
18965,-81.1562159976,-224.8153711225,-81156.2159975695,-224815.3711225066,-120.9012072663,35.9902350761,-155.5,469.6,21.7
4886,-70.9452186283,-232.4691522962,-70945.2186283385,-232469.1522962196,-120.7871182166,35.9221684854,-107.1,1757.4,41.9
5129,-69.7848780182,-232.3145304543,-69784.8780181986,-232314.5304543264,-120.7742591344,35.9236461306,-76.7,2719.9,52.2
15617,-77.2884139638,-226.5162113833,-77288.4139637698,-226516.2113833317,-120.8580883406,35.9752505922,-169.6,157.8,12.6
19153,-78.6034666553,-224.7380602016,-78603.4666552617,-224738.06020156,-120.8728695391,35.9911458243,-71.1,701.6,26.5
870,-73.1885438079,-235.7935218969,-73188.5438079422,-235793.5218969232,-120.8116903501,35.8920775789,-148.5,1199.8,34.6
511,-75.0450887842,-236.1800765017,-75045.0887841661,-236180.0765016562,-120.8322415038,35.8884535322,-106.4,1551.9,39.4
1768,-69.9395900996,-234.9431017665,-69939.5900995506,-234943.1017665106,-120.7757369619,35.8999765676,-180.3,1220.0,34.9
18733,-75.0450887842,-224.9699929644,-75045.0887841661,-224969.9929643998,-120.8333341927,35.9893466211,60.3,1725.2,41.5
5751,-76.050717313,-231.8506649286,-76050.717312954,-231850.6649286468,-120.8438205391,35.9273398099,-151.4,191.4,13.8
20975,-80.3052995501,-223.8103291502,-80305.2995501336,-223810.3291502008,-120.8918637249,35.9993527398,-120.5,1104.0,33.2
7106,-77.7525502078,-231.0002447982,-77752.5502078258,-231000.2447982342,-120.8627880574,35.934855927,-181.4,756.1,27.5
18514,-79.9958753874,-225.0473038853,-79995.8753874296,-225047.3038853464,-120.8882987778,35.9882462632,-142.0,553.4,23.5
5045,-76.282785435,-232.3145304543,-76282.7854349819,-232314.5304543264,-120.8463493697,35.9231462778,-135.3,535.1,23.1
15719,-81.2335720382,-226.4389004624,-81233.5720382455,-226438.9004623851,-120.9018947246,35.9756168175,-204.2,1119.9,33.5
16830,-78.4487545739,-225.8977240158,-78448.7545739097,-225897.724015759,-120.8710332932,35.9807217333,-108.7,329.2,18.1
21503,-73.652680052,-223.5783963874,-73652.6800519982,-223578.396387361,-120.8180063627,36.0019800222,171.9,1858.8,43.1
4602,-75.5865810689,-232.6237741381,-75586.581068898,-232623.7741381128,-120.8385951141,35.9204186773,-132.0,981.1,31.3
24608,-78.7581787366,-221.6456233637,-78758.1787366137,-221645.6233636962,-120.8749043667,36.0189644133,-4.3,590.0,24.3
16780,-70.4037263436,-225.9750349367,-70403.7263436065,-225975.0349367055,-120.781704827,35.9806570489,72.9,1538.9,39.2
18112,-75.0450887842,-225.2792366482,-75045.0887841661,-225279.2366481862,-120.8333040111,35.9865634414,35.5,1842.5,42.9
8804,-72.4149834012,-230.0725137469,-72414.9834011823,-230072.5137468751,-120.8036494772,35.9436278977,-73.7,510.2,22.6
18765,-72.5696954825,-224.9699929644,-72569.6954825343,-224969.9929643998,-120.8058476661,35.9895392162,120.1,1602.9,40.0
703,-75.3545129469,-235.9481437388,-75354.51294687,-235948.1437388164,-120.8356954766,35.8905165368,-112.1,2022.3,45.0
21335,-75.3545129469,-223.6557073083,-75354.51294687,-223655.7073083077,-120.836898824,36.0011505539,121.0,646.0,25.4
17928,-77.2884139638,-225.3565475691,-77288.4139637698,-225356.5475691328,-120.8582048824,35.9856875353,-50.9,389.5,19.7
11410,-75.3545129469,-228.6809171698,-75354.51294687,-228680.9171698364,-120.836406471,35.9559236584,-151.7,496.7,22.3
15382,-71.7961350758,-226.6708332252,-71796.1350757744,-226670.8332252249,-120.7970993111,35.9742904878,8.9,1661.5,40.8
3286,-72.1055592385,-233.6288161104,-72105.5592384784,-233628.8161104185,-120.7998827322,35.911643692,-144.9,1502.2,38.8
18544,-77.6751941671,-225.0473038853,-77675.1941671498,-225047.3038853464,-120.8625306637,35.988439119,-41.1,155.1,12.5
19151,-78.7581787366,-224.7380602016,-78758.1787366137,-224738.06020156,-120.8745874761,35.991132992,-77.6,693.5,26.3
14296,-73.2658998486,-227.2120096719,-73265.8998486182,-227212.009671851,-120.8133646842,35.9693075155,-66.2,744.6,27.3
6687,-70.4037263436,-231.309488482,-70403.7263436065,-231309.4884820206,-120.7812167915,35.9326461258,-56.1,1478.3,38.4
34,-74.1168162961,-236.8758747902,-74116.8162960542,-236875.8747901756,-120.8218806964,35.8822638904,-113.8,1382.5,37.2
5166,-75.8186491909,-232.2372195334,-75818.649190926,-232237.2195333798,-120.8412077091,35.9238792763,-134.9,399.6,20.0
13357,-75.6639371096,-227.6758751975,-75663.937109574,-227675.8751975306,-120.8399396108,35.9649445081,-176.9,819.9,28.6
6896,-73.9621042147,-231.1548666401,-73962.1042147022,-231154.8666401274,-120.8207143406,35.9337671903,-123.6,480.4,21.9
12851,-79.8411633061,-227.9078079604,-79841.1633060776,-227907.8079603704,-120.8862839825,35.9625148339,-199.7,871.1,29.5
26318,-79.5317391434,-220.0994049448,-79531.7391433736,-220099.4049447642,-120.8836572436,36.0328153895,39.3,1373.8,37.1
25288,-82.3939126484,-221.1044469171,-82393.9126483854,-221104.44691707,-120.9153483863,36.0235259204,-99.1,1321.7,36.4
6869,-76.050717313,-231.1548666401,-76050.717312954,-231154.8666401274,-120.843889255,35.9336021628,-154.5,297.7,17.3
15828,-72.8017636046,-226.4389004624,-72801.7636045623,-226438.9004623851,-120.8082854749,35.976301264,8.8,698.8,26.4
12917,-74.7356646215,-227.9078079604,-74735.6646214621,-227907.8079603704,-120.8296129289,35.9629306577,-171.8,713.0,26.7
5218,-71.7961350758,-232.2372195334,-71796.1350757744,-232237.2195333798,-120.796580085,35.9241919889,-113.6,979.3,31.3
8846,-69.1660296928,-230.0725137469,-69166.0296927906,-230072.5137468751,-120.7675947403,35.9438702085,4.4,1073.3,32.8
13271,-70.6357944656,-227.7531861185,-70635.7944656345,-227753.1861184772,-120.7841181198,35.9646363076,8.6,1376.7,37.1
14042,-69.3980978148,-227.3666315137,-69398.0978148186,-227366.6315137442,-120.7704141004,35.9682066678,51.7,1793.7,42.4
7366,-77.9072622892,-230.8456229563,-77907.2622891778,-230845.622956341,-120.8645203837,35.9362348696,-184.8,740.5,27.2
11888,-73.0338317266,-228.448984407,-73033.8317265903,-228448.9844069966,-120.8106710783,35.9581925125,-117.0,147.2,12.1
6004,-75.1998008655,-231.6960430868,-75199.8008655181,-231696.0430867536,-120.8343947865,35.9287992299,-137.8,383.8,19.6
8271,-70.4810823843,-230.3817574307,-70481.0823842825,-230381.7574306614,-120.7821600391,35.9409902055,-24.9,399.9,20.0
20299,-73.652680052,-224.1968837549,-73652.6800519982,-224196.8837549338,-120.8179471021,35.9964136901,147.7,1223.1,35.0
881,-72.3376273605,-235.7935218969,-72337.6273605063,-235793.5218969232,-120.8022537981,35.8921427678,-171.1,1310.2,36.2
13353,-75.9733612723,-227.6758751975,-75973.361272278,-227675.8751975306,-120.843374324,35.9649197852,-171.8,923.1,30.4
12254,-79.5317391434,-228.2170516442,-79531.7391433736,-228217.0516441568,-120.882817427,35.9597576086,-190.6,869.0,29.5
16556,-75.8186491909,-226.0523458577,-75818.649190926,-226052.3458576521,-120.8418169891,35.9795439702,-56.2,1733.4,41.6
3136,-76.1280733536,-233.7061270314,-76128.07335363,-233706.1270313651,-120.8444954237,35.9106338925,-133.5,2408.0,49.1
10895,-69.1660296928,-228.9901608536,-69166.0296927906,-228990.1608536228,-120.7676920012,35.9536116106,11.3,1361.3,36.9
19807,-75.8960052316,-224.4288165178,-75896.005231602,-224428.8165177736,-120.8428360761,35.9941494745,77.9,1502.8,38.8
24321,-75.1998008655,-221.8775561265,-75199.8008655181,-221877.556126536,-120.835354655,36.0171659232,146.6,792.2,28.1
4502,-74.8130206621,-232.7010850591,-74813.0206621381,-232701.0850590594,-120.8300057823,35.919784124,-134.8,869.5,29.5
