,xkm,ykm,xm,ym,Longitude,Latitude,mean_pred,var_pred,sigma_pred
18789,-70.7131505063,-224.9699929644,-70713.1505063105,-224969.9929643998,-120.785232682,35.9896794239,149.9,582.9,24.1
1954,-75.1224448248,-234.7111690037,-75122.4448248421,-234711.1690036708,-120.8332424935,35.9016682257,-125.0,1653.0,40.7
9806,-73.1885438079,-229.5313373002,-73188.5438079422,-229531.337300249,-120.8122853594,35.9484392551,-96.3,79.1,8.9
8083,-74.4262404588,-230.4590683516,-74426.2404587581,-230459.0683516081,-120.8259315894,35.9399932548,-126.8,212.0,14.6
14710,-76.5922095977,-226.980076909,-76592.2095976859,-226980.0769090113,-120.8503130166,35.9711322515,-148.3,619.5,24.9
17888,-80.3826555908,-225.3565475691,-80382.6555908096,-225356.5475691328,-120.8925611235,35.9854304031,-167.4,214.7,14.7
11681,-77.4431260451,-228.5262953279,-77443.1260451218,-228526.2953279432,-120.85960359,35.9571471322,-124.0,232.3,15.2
4160,-76.1280733536,-232.9330178219,-76128.07335363,-232933.0178218992,-120.8445718198,35.9175921279,-133.3,1540.5,39.2
11063,-79.14495894,-228.8355390117,-79144.9589399937,-228835.5390117296,-120.8784607298,35.9542235121,-192.1,877.0,29.6
13582,-69.9395900996,-227.5985642766,-69939.5900995506,-227598.564276584,-120.7764040552,35.9660794906,32.5,1017.6,31.9
4826,-75.5865810689,-232.4691522962,-75586.581068898,-232469.1522962196,-120.8386102874,35.9218103194,-132.0,769.5,27.7
26317,-79.609095184,-220.0994049448,-79609.0951840496,-220099.4049447642,-120.8845166774,36.0328088975,34.7,1390.3,37.3
12303,-75.7412931502,-228.2170516442,-75741.29315025,-228217.0516441568,-120.8407450167,35.9600677059,-171.8,209.5,14.5
5834,-69.6301659368,-231.8506649286,-69630.1659368466,-231850.6649286468,-120.7725846269,35.9278324299,-56.0,2495.5,50.0
23545,-80.7694357942,-222.3414216522,-80769.4357941895,-222341.4216522155,-120.8971724456,36.0125332201,-123.4,1063.6,32.6
21779,-74.5035964994,-223.4237745455,-74503.5964994341,-223423.7745454679,-120.8274713788,36.0033051436,150.3,1015.8,31.9
24180,-77.3657700044,-221.9548670475,-77365.7700044458,-221954.8670474826,-120.8594061719,36.0162959085,44.1,1279.4,35.8
22431,-77.6751941671,-223.0372199407,-77675.1941671498,-223037.2199407349,-120.8627337702,36.0065296402,-12.6,897.3,30.0
23400,-82.4712686891,-222.4187325732,-82471.2686890613,-222418.7325731621,-120.9160666393,36.0116909727,-133.2,2269.7,47.6
15825,-73.0338317266,-226.4389004624,-73033.8317265903,-226438.9004623851,-120.8108618982,35.9762834287,3.7,594.4,24.4
24463,-81.5429962009,-221.7229342846,-81542.9962009494,-221722.9342846428,-120.9058301325,36.0180332582,-109.5,1808.2,42.5
26111,-77.4431260451,-220.4086486286,-77443.1260451218,-220408.6486285506,-120.8604212963,36.0302051842,27.5,454.6,21.3
4172,-75.1998008655,-232.9330178219,-75199.8008655181,-232933.0178218992,-120.8342740147,35.9176661016,-132.4,1233.9,35.1
19308,-78.6034666553,-224.6607492806,-78603.4666552617,-224660.7492806134,-120.872877443,35.9918416152,-69.2,680.7,26.1
21873,-78.2166864519,-223.3464636245,-78216.6864518818,-223346.4636245212,-120.8687162861,36.0037019946,-54.5,472.8,21.7
21951,-72.1829152792,-223.3464636245,-72182.9152791544,-223346.4636245212,-120.8017053296,36.004180388,238.9,2603.5,51.0
16042,-79.9185193468,-226.2842786205,-79918.5193467536,-226284.2786204919,-120.8873112939,35.9771200893,-168.0,910.6,30.2
6619,-75.6639371096,-231.309488482,-75663.937109574,-231309.4884820206,-120.8395824182,35.9322414376,-152.3,192.4,13.9
10804,-76.2054293943,-228.9901608536,-76205.429394306,-228990.1608536228,-120.8458202004,35.9530724837,-152.5,361.6,19.0
4208,-72.4149834012,-232.9330178219,-72414.9834011823,-232933.0178218992,-120.8033804821,35.9178825782,-130.3,825.3,28.7
7272,-74.9677327435,-230.9229338773,-74967.7327434901,-230922.9338772876,-120.8318952267,35.9357757543,-126.3,84.9,9.2
25226,-79.4543831027,-221.181757838,-79454.3831026976,-221181.7578380166,-120.8826858508,36.0230810088,-8.4,836.0,28.9
19897,-80.9241478755,-224.3515055968,-80924.1478755415,-224351.505596827,-120.898679222,35.9944296344,-140.8,460.2,21.5
6559,-70.558438425,-231.386799403,-70558.4384249585,-231386.7994029672,-120.7829263522,35.9319388191,-63.3,1378.6,37.1
21396,-81.9297764043,-223.5783963874,-81929.7764043294,-223578.396387361,-120.9099286486,36.0013011689,-149.9,1614.5,40.2
16928,-70.8678625877,-225.8977240158,-70867.8625876625,-225897.724015759,-120.7868651008,35.9813182934,56.5,1104.6,33.2
119,-74.1941723367,-236.7212529483,-74194.1723367302,-236721.2529482824,-120.8227533328,35.8836495268,-111.5,1313.7,36.2
12371,-70.4810823843,-228.2170516442,-70481.0823842825,-228217.0516441568,-120.7823582696,35.960472963,5.2,1008.7,31.8
7385,-76.4374975163,-230.8456229563,-76437.4975163339,-230845.622956341,-120.848211594,35.9363543575,-173.1,321.0,17.9
20269,-75.9733612723,-224.1968837549,-75973.361272278,-224196.8837549338,-120.8437180013,35.9962306563,86.4,1415.7,37.6
9695,-70.4037263436,-229.6086482212,-70403.7263436065,-229608.6482211956,-120.7813723309,35.9479540994,-9.6,924.0,30.4
21402,-81.4656401603,-223.5783963874,-81465.6401602734,-223578.396387361,-120.9047741715,36.0013411469,-144.7,1480.1,38.5
15102,-69.8622340589,-226.8254550671,-69862.2340588746,-226825.4550671181,-120.7756155683,35.9730432461,57.9,2033.7,45.1
3291,-71.7187790351,-233.6288161104,-71718.7790350984,-233628.8161104185,-120.7955922968,35.9116729839,-144.9,1889.9,43.5
23729,-75.8960052316,-222.2641107313,-75896.005231602,-222264.1107312689,-120.8430498317,36.0136315411,130.8,566.3,23.8
26275,-79.14495894,-220.1767158657,-79144.9589399937,-220176.7158657108,-120.8793521058,36.0321519805,61.4,1168.0,34.2
13141,-69.0886736521,-227.8304970394,-69088.6736521146,-227830.4970394238,-120.7669375624,35.9640544021,41.8,1686.4,41.1
13562,-71.4867109131,-227.5985642766,-71486.7109130704,-227598.564276584,-120.793577953,35.9659641986,-17.6,1854.3,43.1
11233,-77.5204820858,-228.7582280908,-77520.4820857978,-228758.228090783,-120.8604388164,35.9550533995,-128.3,43.8,6.6
8845,-69.2433857335,-230.0725137469,-69243.3857334666,-230072.5137468751,-120.768453189,35.9438645685,3.3,1117.3,33.4
13262,-71.3319988317,-227.7531861185,-71331.9988317184,-227753.1861184772,-120.7918462299,35.9645842285,-15.7,1830.3,42.8
16048,-79.4543831027,-226.2842786205,-79454.3831026976,-226284.2786204919,-120.882158427,35.9771590714,-138.4,803.5,28.3
21686,-81.6977082823,-223.4237745455,-81697.7082823014,-223423.7745454679,-120.9073678453,36.0027127552,-145.7,1682.8,41.0
3665,-73.884748174,-233.3195724266,-73884.7481740262,-233319.5724266322,-120.8196483495,35.9142902226,-133.8,975.9,31.2
7569,-72.4923394419,-230.7683120354,-72492.3394418583,-230768.3120353945,-120.8044424028,35.9373596535,-100.5,471.4,21.7
1073,-74.5035964994,-235.5615891341,-74503.5964994341,-235561.5891340834,-120.8262964982,35.8940628329,-119.5,1662.4,40.8
21069,-73.0338317266,-223.8103291502,-73033.8317265903,-223810.3291502008,-120.8111115675,35.9999405019,183.7,2066.9,45.5
6639,-74.1168162961,-231.309488482,-74116.8162960542,-231309.4884820206,-120.8224161215,35.932363489,-125.3,489.2,22.1
12691,-68.9339615708,-228.0624298023,-68933.9615707627,-228062.4298022636,-120.7651994343,35.9619782268,35.9,1729.9,41.6
6560,-70.4810823843,-231.386799403,-70481.0823842825,-231386.7994029672,-120.7820680377,35.9319445655,-61.1,1454.7,38.1
18824,-79.9958753874,-224.8926820435,-79995.8753874296,-224892.6820434532,-120.8883148646,35.9896378449,-136.0,669.5,25.9
19201,-74.8903767028,-224.7380602016,-74890.3767028141,-224738.06020156,-120.8316388799,35.9914462297,80.9,1544.9,39.3
22021,-77.5978381265,-223.2691527036,-77597.8381264738,-223269.1527035746,-120.8618512117,36.0044486137,-14.4,714.4,26.7
16346,-80.1505874688,-226.1296567786,-80150.5874687816,-226129.6567785988,-120.8899038386,35.9784921034,-176.0,877.7,29.6
16590,-73.1885438079,-226.0523458577,-73188.5438079422,-226052.3458576521,-120.8126162972,35.9797505076,27.0,1085.5,32.9
24276,-78.6808226959,-221.8775561265,-78680.8226959377,-221877.556126536,-120.8740213356,36.016883493,-30.7,438.4,20.9
6779,-73.1111877673,-231.2321775611,-73111.1877672662,-231232.177561074,-120.8112653401,35.9331372885,-114.6,1034.2,32.2
22793,-80.3826555908,-222.8052871779,-80382.6555908096,-222805.2871778951,-120.8928278941,36.0083913892,-127.2,587.2,24.2
12551,-79.7638072654,-228.0624298023,-79763.8072654016,-228062.4298022636,-120.885409306,35.9611297358,-197.6,951.7,30.8
8628,-75.1224448248,-230.1498246678,-75122.4448248421,-230149.8246678218,-120.8336873697,35.9427216648,-125.2,154.2,12.4
24771,-82.7806928518,-221.4910015218,-82780.6928517653,-221491.001521803,-120.9196033677,36.0200133534,-113.4,1428.8,37.8
7493,-78.3713985332,-230.7683120354,-78371.3985332338,-230768.3120353945,-120.8696783865,35.9368924766,-191.9,1292.1,35.9
14579,-74.8903767028,-227.05738783,-74890.3767028141,-227057.3878299578,-120.8314130252,35.9705722974,-124.1,1503.8,38.8
2050,-74.3488844181,-234.6338580827,-74348.8844180821,-234633.8580827242,-120.8246702165,35.9024249319,-129.9,728.2,27.0
13090,-73.0338317266,-227.8304970394,-73033.8317265903,-227830.4970394238,-120.8107297825,35.963758968,-101.1,693.7,26.3
10547,-73.1111877673,-229.1447826955,-73111.1877672662,-229144.782695516,-120.8114635816,35.9519242729,-91.9,322.2,17.9
20682,-79.6864512247,-223.9649509921,-79686.4512247256,-223964.950992094,-120.8849752209,35.9980133576,-97.6,865.9,29.4
15752,-78.6808226959,-226.4389004624,-78680.8226959377,-226438.9004623851,-120.8735544868,35.9758319435,-121.1,480.5,21.9
3135,-76.2054293943,-233.7061270314,-76205.429394306,-233706.1270313651,-120.8453534956,35.9106276876,-134.1,2475.1,49.8
10642,-77.2110579231,-229.0674717746,-77211.0579230939,-229067.4717745694,-120.8569735244,35.9522953964,-118.6,274.5,16.6
14439,-73.9621042147,-227.1346987509,-73962.1042147022,-227134.6987509044,-120.8211006766,35.9699493065,-91.2,1316.3,36.3
21754,-76.4374975163,-223.4237745455,-76437.4975163339,-223423.7745454679,-120.8489490438,36.0031512617,81.1,1369.3,37.0
26033,-78.0619743705,-220.4859595495,-78061.9743705298,-220485.9595494972,-120.8672886869,36.0294586595,73.9,592.8,24.3
10821,-74.8903767028,-228.9901608536,-74890.3767028141,-228990.1608536228,-120.8312249066,35.9531771654,-138.1,552.6,23.5
21013,-77.3657700044,-223.8103291502,-77365.7700044458,-223810.3291502008,-120.8592193849,35.9995970578,5.6,537.8,23.2
14312,-72.0282031978,-227.2120096719,-72028.2031978024,-227212.009671851,-120.7996249963,35.9694022755,-22.1,1578.2,39.7
19544,-72.3376273605,-224.5834383597,-72337.6273605063,-224583.4383596668,-120.8033071663,35.9930359184,156.1,1805.9,42.5
2915,-70.790506547,-233.9380597942,-70790.5065469865,-233938.0597942049,-120.7852668255,35.9089593266,-150.5,2397.6,49.0
8948,-72.2602713198,-229.9952028259,-72260.2713198303,-229995.2028259285,-120.8019398472,35.9443355027,-67.3,672.9,25.9
11745,-72.4923394419,-228.5262953279,-72492.3394418583,-228526.2953279432,-120.8046535536,35.9575382219,-82.9,887.9,29.8
292,-73.5753240113,-236.4893201854,-73575.3240113222,-236489.3201854426,-120.8159132793,35.8857851748,-132.8,1802.1,42.5
417,-72.8791196452,-236.3346983435,-72879.1196452383,-236334.6983435494,-120.8082077161,35.8872305214,-155.9,1742.7,41.7
9132,-69.0113176114,-229.917891905,-69011.3176114387,-229917.8919049819,-120.7658917043,35.9452731022,6.9,973.0,31.2
4484,-76.2054293943,-232.7010850591,-76205.429394306,-232701.0850590594,-120.8454529141,35.9196733874,-133.8,1205.7,34.7
15403,-70.1716582216,-226.6708332252,-70171.6582215786,-226670.8332252249,-120.779064769,35.9744120205,52.9,1958.8,44.3
11253,-75.9733612723,-228.7582280908,-75973.361272278,-228758.228090783,-120.8432674593,35.9551785121,-133.8,291.2,17.1
2532,-71.4867109131,-234.247303478,-71486.7109130704,-234247.3034779913,-120.7929606511,35.9061238521,-160.4,2072.6,45.5
10747,-69.0886736521,-229.0674717746,-69088.6736521146,-229067.4717745694,-120.7668265033,35.9529214324,10.0,1356.4,36.8
21484,-75.1224448248,-223.5783963874,-75122.4448248421,-223578.396387361,-120.8343291289,36.001864752,130.3,295.6,17.2
2078,-72.1829152792,-234.6338580827,-72182.9152791544,-234633.8580827242,-120.8006466679,35.9025920355,-162.8,1429.2,37.8
13475,-78.2166864519,-227.5985642766,-78216.6864518818,-227598.564276584,-120.868283788,35.9654333287,-133.1,424.4,20.6
7822,-73.5753240113,-230.6136901935,-73575.3240113222,-230613.6901935012,-120.8164743928,35.9386679617,-114.8,839.0,29.0
24391,-78.5261106146,-221.8002452056,-78526.1106145857,-221800.2452055893,-120.872310724,36.0175920978,-5.7,615.1,24.8
14974,-79.7638072654,-226.8254550671,-79763.8072654016,-226825.4550671181,-120.8855375526,35.9722625322,-177.8,707.9,26.6
7037,-73.0338317266,-231.0775557192,-73033.8317265903,-231077.5557191808,-120.81042168,35.9345348786,-112.2,976.3,31.2
19908,-80.0732314281,-224.3515055968,-80073.2314281056,-224351.505596827,-120.8892301778,35.9945018455,-121.0,952.9,30.9
11441,-72.9564756859,-228.6809171698,-72956.4756859143,-228680.9171698364,-120.8097904841,35.956111037,-105.3,216.0,14.7
15419,-80.7694357942,-226.5935223043,-80769.4357941895,-226593.5223042782,-120.8967257295,35.9742648507,-207.3,881.7,29.7
12861,-79.0676028993,-227.9078079604,-79067.6028993177,-227907.8079603704,-120.8776974989,35.962579603,-165.6,163.8,12.8
10853,-72.4149834012,-228.9901608536,-72414.9834011823,-228990.1608536228,-120.803751306,35.9533692703,-69.9,903.1,30.1
20128,-74.9677327435,-224.2741946759,-74967.7327434901,-224274.1946758804,-120.8325430875,35.9956148762,106.3,1280.6,35.8
2871,-74.1941723367,-233.9380597942,-74194.1723367302,-233938.0597942049,-120.8230212472,35.9086994872,-133.2,563.3,23.7
13591,-69.2433857335,-227.5985642766,-69243.3857334666,-227598.564276584,-120.7686757845,35.9661305491,47.1,1697.6,41.2
18592,-73.9621042147,-225.0473038853,-73962.1042147022,-225047.3038853464,-120.8213014176,35.988735881,89.0,541.1,23.3
9284,-68.392469286,-229.840580984,-68392.4692860307,-229840.5809840353,-120.7590308525,35.9460137119,3.5,362.7,19.0
17556,-70.0943021809,-225.588480332,-70094.3021809026,-225588.4803319726,-120.7783046244,35.9841589626,114.7,1679.9,41.0
22067,-74.0394602554,-223.2691527036,-74039.4602553782,-223269.1527035746,-120.8223316213,36.0047330673,167.7,1657.2,40.7
20684,-79.5317391434,-223.9649509921,-79531.7391433736,-223964.950992094,-120.8832571318,35.9980263424,-90.8,768.9,27.7
14859,-76.8242777197,-226.9027659881,-76824.2777197139,-226902.7659880647,-120.8528969776,35.9718092904,-149.3,320.8,17.9
22182,-75.8186491909,-223.1918417826,-75818.649190926,-223191.8417826281,-120.8420990796,36.0052882969,114.5,1083.5,32.9
22945,-78.6808226959,-222.7279762569,-78680.8226959377,-222727.9762569485,-120.8739342582,36.0092298856,-65.7,354.1,18.8
2205,-75.8960052316,-234.4792362408,-75896.005231602,-234479.2362408311,-120.8418450577,35.9036942042,-129.9,2600.2,51.0
17105,-81.0788599569,-225.7431021739,-81078.8599568935,-225743.1021738658,-120.90025049,35.9818921971,-184.5,398.2,20.0
5989,-76.3601414757,-231.6960430868,-76360.141475658,-231696.0430867536,-120.8472689031,35.928706608,-147.1,327.3,18.1
5181,-74.6583085808,-232.2372195334,-74658.3085807861,-232237.2195333798,-120.8283343934,35.9239712307,-132.5,193.8,13.9
21960,-82.3165566077,-223.2691527036,-82316.5566077094,-223269.1527035746,-120.9142571607,36.0040508153,-147.8,2084.4,45.7
12043,-72.6470515232,-228.371673486,-72647.0515232103,-228371.67348605,-120.8063853479,35.9589180078,-93.4,711.8,26.7
19760,-79.5317391434,-224.4288165178,-79531.7391433736,-224428.8165177736,-120.8832091427,35.9938516115,-102.5,841.9,29.0
6122,-75.5092250282,-231.6187321658,-75509.225028222,-231618.732165807,-120.8378354678,35.9294704873,-141.8,363.4,19.1
16231,-77.2110579231,-226.2069676995,-77211.0579230939,-226206.9676995453,-120.8572605919,35.9780400814,-138.4,489.1,22.1
11123,-74.5035964994,-228.8355390117,-74503.5964994341,-228835.5390117296,-120.8269471343,35.9545992248,-138.4,813.0,28.5
14086,-77.7525502078,-227.2893205928,-77752.5502078258,-227289.3205927976,-120.8631629484,35.9682546776,-153.9,426.7,20.7
24096,-74.9677327435,-222.0321779684,-74967.7327434901,-222032.1779684291,-120.8327617798,36.0157927299,150.0,642.8,25.4
1260,-71.9508471571,-235.4069672922,-71950.8471571264,-235406.9672921902,-120.798000534,35.8956513207,-176.7,1457.5,38.2
20231,-78.912890818,-224.1968837549,-78912.8908179657,-224196.8837549338,-120.8763609608,35.9959906636,-72.9,600.6,24.5
13092,-72.8791196452,-227.8304970394,-72879.1196452383,-227830.4970394238,-120.8090124469,35.9637708627,-92.6,817.3,28.6
10543,-73.42061193,-229.1447826955,-73420.6119299702,-229144.782695516,-120.8148977222,35.9519003863,-98.3,186.5,13.7
1305,-74.5035964994,-235.3296563712,-74503.5964994341,-235329.6563712436,-120.8263189169,35.8961503302,-122.4,1575.2,39.7
20445,-74.2715283774,-224.119572834,-74271.5283774061,-224119.5728339872,-120.8248268232,35.9970612282,133.1,1208.8,34.8
12423,-78.0619743705,-228.1397407232,-78061.9743705298,-228139.7407232102,-120.8665115187,35.960575451,-126.1,169.0,13.0
8753,-76.3601414757,-230.0725137469,-76360.141475658,-230072.5137468751,-120.8474299155,35.9433187132,-175.7,252.3,15.9
18637,-70.4810823843,-225.0473038853,-70481.0823842825,-225047.3038853464,-120.7826487169,35.9890008969,151.4,839.8,29.0
7492,-78.4487545739,-230.7683120354,-78448.7545739097,-230768.3120353945,-120.8705367494,35.9368860869,-193.2,1377.2,37.1
1455,-75.1998008655,-235.1750345294,-75199.8008655181,-235175.0345293504,-120.8340552047,35.8974871226,-120.8,2009.9,44.8
15846,-71.4093548724,-226.4389004624,-71409.3548723944,-226438.9004623851,-120.7928269102,35.9764070835,24.9,1683.6,41.0
11167,-71.0999307097,-228.8355390117,-71099.9307096904,-228835.5390117296,-120.7891701855,35.9548603222,-22.3,1617.5,40.2
2491,-74.6583085808,-234.247303478,-74658.3085807861,-234247.3034779913,-120.8281395943,35.9058797999,-129.5,549.1,23.4
293,-73.4979679706,-236.4893201854,-73497.9679706462,-236489.3201854426,-120.8150554821,35.8857911636,-135.4,1826.6,42.7
970,-71.022574669,-235.716210976,-71022.5746690145,-235716.2109759766,-120.7876771278,35.8929378509,-196.4,1365.2,36.9
527,-73.8073921334,-236.1800765017,-73807.3921333502,-236180.0765016562,-120.8185162763,35.8885505154,-127.3,1652.6,40.7
2328,-73.2658998486,-234.4019253199,-73265.8998486182,-234401.9253198845,-120.8126805063,35.9045965908,-144.7,1012.2,31.8
22805,-79.4543831027,-222.8052871779,-79454.3831026976,-222805.2871778951,-120.8825179658,36.0084696108,-96.7,731.5,27.0
17340,-74.8903767028,-225.6657912529,-74890.3767028141,-225665.7912529192,-120.8315485233,35.9830966862,6.0,1895.9,43.5
1968,-74.0394602554,-234.7111690037,-74039.4602553782,-234711.1690036708,-120.8212308597,35.9017532763,-133.4,907.9,30.1
6353,-76.8242777197,-231.4641103239,-76824.2777197139,-231464.1103239138,-120.8524416788,35.9307566124,-160.8,507.5,22.5
20588,-75.1224448248,-224.042261913,-75122.4448248421,-224042.2619130406,-120.8342837958,35.9976900106,113.3,1049.7,32.4
23301,-80.5373676722,-222.4960434941,-80537.3676721615,-222496.0434941087,-120.8945786223,36.0111613933,-126.2,631.9,25.1
13595,-80.6147237128,-227.5212533556,-80614.7237128375,-227521.2533556374,-120.8949109535,35.9659284348,-216.7,444.2,21.1
5160,-76.282785435,-232.2372195334,-76282.7854349819,-232237.2195333798,-120.8463570267,35.9238420974,-135.8,391.4,19.8
24992,-81.8524203637,-221.3363796799,-81852.4203636534,-221336.3796799098,-120.9093083807,36.021485488,-100.1,1637.5,40.5
130,-73.3432558893,-236.7212529483,-73343.2558892942,-236721.2529482824,-120.8133178236,35.8837156098,-140.2,1993.3,44.6
5768,-74.7356646215,-231.8506649286,-74735.6646214621,-231850.6649286468,-120.829230126,35.9274442438,-130.9,79.0,8.9
6926,-71.6414229944,-231.1548666401,-71641.4229944224,-231154.8666401274,-120.7949643209,35.933945165,-87.4,758.0,27.5
6624,-75.2771569062,-231.309488482,-75277.156906194,-231309.4884820206,-120.8352908491,35.9322721868,-143.4,314.4,17.7
3203,-70.9452186283,-233.7061270314,-70945.2186283385,-233706.1270313651,-120.7870042973,35.9110352669,-144.1,2391.2,48.9
21250,-81.9297764043,-223.6557073083,-81929.7764043294,-223655.7073083077,-120.9099204081,36.0006053843,-151.0,1524.9,39.0
6788,-72.4149834012,-231.2321775611,-72414.9834011823,-231232.177561074,-120.8035404034,35.9331906521,-105.0,919.2,30.3
13667,-75.0450887842,-227.5212533556,-75045.0887841661,-227521.2533556374,-120.8330852597,35.9663852585,-166.8,893.6,29.9
10528,-74.5809525401,-229.1447826955,-74580.9525401101,-229144.782695516,-120.8277757304,35.9518099131,-129.0,630.4,25.1
6291,-72.0282031978,-231.5414212449,-72028.2031978024,-231541.4212448604,-120.7992198413,35.9304368009,-103.9,793.9,28.2
3403,-70.7131505063,-233.5515051895,-70713.1505063105,-233551.505189472,-120.7844442454,35.9124442338,-137.0,2500.8,50.0
23493,-75.2771569062,-222.4187325732,-75277.156906194,-222418.7325731621,-120.8361608995,36.0122892954,138.1,324.2,18.0
21492,-74.5035964994,-223.5783963874,-74503.5964994341,-223578.396387361,-120.8274563912,36.0019135644,146.3,1027.7,32.1
9572,-68.5471813674,-229.6859591421,-68547.1813673827,-229685.9591421422,-120.7607615684,35.9473941825,2.5,626.5,25.0
4620,-74.1941723367,-232.6237741381,-74194.1723367302,-232623.7741381128,-120.8231478229,35.9205285074,-138.3,729.6,27.0
23385,-74.0394602554,-222.4960434941,-74039.4602553782,-222496.0434941087,-120.8224061036,36.0116909447,179.7,1933.8,44.0
4158,-76.282785435,-232.9330178219,-76282.7854349819,-232933.0178218992,-120.8462881187,35.9175797107,-134.1,1616.7,40.2
4642,-72.4923394419,-232.6237741381,-72492.3394418583,-232623.7741381128,-120.804267741,35.9206599713,-122.9,592.0,24.3
8562,-69.3980978148,-230.2271355888,-69398.0978148186,-230227.1355887683,-120.7701561471,35.9424616364,-1.0,1173.8,34.3
1239,-73.5753240113,-235.4069672922,-73575.3240113222,-235406.9672921902,-120.8160165844,35.8955268638,-139.8,1147.3,33.9
24173,-77.9072622892,-221.9548670475,-77907.2622891778,-221954.8670474826,-120.8654209256,36.0162515778,19.6,1050.5,32.4
6685,-70.558438425,-231.309488482,-70558.4384249585,-231309.4884820206,-120.7829334363,35.9326346392,-60.6,1343.3,36.7
12394,-68.7018934487,-228.2170516442,-68701.8934487347,-228217.0516441568,-120.7626096744,35.9606034367,32.4,1878.7,43.3
15659,-74.0394602554,-226.5162113833,-74039.4602553782,-226516.2113833317,-120.8220189433,35.9755096864,-42.0,1519.8,39.0
14468,-71.7187790351,-227.1346987509,-71718.7790350984,-227134.6987509044,-120.7961972766,35.9701215176,-9.6,1777.8,42.2
11707,-75.4318689875,-228.5262953279,-75431.868987546,-228526.2953279432,-120.8372802053,35.957309127,-160.1,393.4,19.8
14649,-69.4754538555,-227.05738783,-69475.4538554946,-227057.3878299578,-120.771300749,35.9709842309,60.7,2095.5,45.8
7155,-73.9621042147,-231.0002447982,-73962.1042147022,-231000.2447982342,-120.820729193,35.9351588241,-123.1,374.9,19.4
1385,-74.4262404588,-235.2523454503,-74426.2404587581,-235252.345450297,-120.8254684703,35.8968522273,-124.2,1493.5,38.6
25418,-79.9185193468,-221.0271359961,-79918.5193467536,-221027.1359961234,-120.8878578839,36.0244335593,-31.6,296.9,17.2
8715,-68.392469286,-230.1498246678,-68392.4692860307,-230149.8246678218,-120.7590033775,35.9432304456,15.5,63.6,8.0
4115,-71.3319988317,-233.0103287428,-71331.9988317184,-233010.3287428458,-120.7913591252,35.9172687323,-127.0,1935.5,44.0
25784,-79.377027062,-220.7178923123,-79377.0270620216,-220717.892312337,-120.881874458,36.0272621512,29.7,962.7,31.0
13310,-79.2996710213,-227.6758751975,-79299.6710213456,-227675.8751975306,-120.8802973499,35.9646476425,-182.3,335.1,18.3
12892,-76.6695656384,-227.9078079604,-76669.5656383619,-227907.8079603704,-120.851079309,35.9627763802,-173.2,614.1,24.8
20213,-80.3052995501,-224.1968837549,-80305.2995501336,-224196.8837549338,-120.8918233433,35.9958738037,-124.9,954.7,30.9
21092,-71.254642791,-223.8103291502,-71254.6427910424,-223810.3291502008,-120.7913528772,36.0000758282,274.6,1326.1,36.4
3623,-77.1337018824,-233.3195724266,-77133.7018824179,-233319.5724266322,-120.8556890486,35.9140318549,-147.0,2910.6,53.9
17832,-72.7244075639,-225.4338584901,-72724.4075638863,-225433.8584900794,-120.8075217062,35.9853525878,81.4,1450.0,38.1
3655,-74.6583085808,-233.3195724266,-74658.3085807861,-233319.5724266322,-120.8282294902,35.9142297147,-133.3,1170.5,34.2
21657,-72.8791196452,-223.5010854664,-72879.1196452383,-223501.0854664144,-120.809422744,36.0027355668,202.1,2413.3,49.1
8423,-69.3980978148,-230.3044465097,-69398.0978148186,-230304.4465097149,-120.7701491778,35.9417658195,-2.3,1196.6,34.6
5525,-75.1224448248,-232.0052867705,-75122.4448248421,-232005.28677054,-120.8335063458,35.9260220787,-136.2,224.1,15.0
21565,-79.9958753874,-223.5010854664,-79995.8753874296,-223501.0854664144,-120.8884596719,36.0021620315,-108.5,940.8,30.7
6845,-77.9072622892,-231.1548666401,-77907.2622891778,-231154.8666401274,-120.8644890942,35.9334516141,-181.7,1154.3,34.0
19979,-74.5809525401,-224.3515055968,-74580.9525401101,-224351.505596827,-120.828240476,35.9949495734,112.9,1245.7,35.3
15120,-80.2279435095,-226.7481441462,-80227.9435094576,-226748.1441461715,-120.8906981528,35.9729191983,-200.5,588.1,24.3
3649,-75.1224448248,-233.3195724266,-75122.4448248421,-233319.5724266322,-120.8333781681,35.9141931076,-131.8,1422.8,37.7
1054,-70.1716582216,-235.638900055,-70171.6582215786,-235638.90005503,-120.7782474884,35.8936969361,-203.7,455.4,21.3
5573,-71.4093548724,-232.0052867705,-71409.3548723944,-232005.28677054,-120.7923104528,35.9263086263,-104.4,697.0,26.4
19422,-81.775064323,-224.5834383597,-81775.0643229774,-224583.4383596668,-120.9081035786,35.9922692967,-163.0,355.2,18.8
21688,-81.5429962009,-223.4237745455,-81542.9962009494,-223423.7745454679,-120.9056496549,36.0027260688,-144.0,1626.9,40.3
12888,-76.9789898011,-227.9078079604,-76978.9898010659,-227907.8079603704,-120.8545139218,35.9627513301,-186.4,315.5,17.8
14659,-80.5373676722,-226.980076909,-80537.3676721615,-226980.0769090113,-120.8941089229,35.9708055931,-217.7,323.6,18.0
12674,-70.2490142623,-228.0624298023,-70249.0142622546,-228062.4298022636,-120.7797964862,35.961881788,14.8,615.1,24.8
25010,-80.4600116315,-221.3363796799,-80460.0116314855,-221336.3796799098,-120.8938408692,36.0216046571,-73.9,850.5,29.2
